P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,ENER,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta,P_MARSE,Etapa
0.09259259259259278,1,0.004551900000002718,2,0.85,0.7617866004962779,0.2961672473867596,0.999949494949495,0.5757575757575757,0.7184466019417475,0.0,0.0,0.707577870757787,0.8256880733944956,0.07520325203252033,0.2959660035840971,0.07802973872033028,0.47457627118644063,H3,0.2627730268678504,Agujereado
0.03401360544217691,1,0.020347700000002078,1,0.9721678952911088,0.7433995846929695,0.7116032739528166,1.0,0.8974358974358974,0.6532258064516129,0.11111111111111112,0.31818181818181834,0.7798340778557754,0.717391304347826,0.573529411764706,0.7117613218204534,0.5234546351862164,0.23752969121140138,H3,0.7079693215802528,Agujereado
0.09259259259259278,1,0.02488840000000181,2,0.9999999999999999,0.8779983457402812,0.5418118466898955,1.0,0.7575757575757578,0.854368932038835,0.09615384615384615,0.3928571428571428,0.9795443979544397,0.871559633027523,0.09146341463414635,0.5420366791266524,0.23083124382242487,0.11299435028248583,H3,0.5121980164733569,Agujereado
0.03401360544217691,1,0.04068469999999991,1,0.1480367082894539,0.7893800059329577,0.9557053442465094,1.0,0.9230769230769229,0.7177419354838709,0.2465277777777778,0.5454545454545454,0.11614550095724314,0.7536231884057971,0.5514705882352942,0.9555708141572395,0.9080866921766408,0.05225653206650832,H3,0.9551472079889538,Agujereado
0.09259259259259278,1,0.04523470000000174,2,0.10086119554204659,0.9288668320926385,0.7700348432055749,1.0,0.8181818181818183,0.912621359223301,0.17307692307692304,0.5357142857142858,0.09995350999535099,0.9174311926605505,0.0934959349593496,0.7690267102559578,0.45887040724072686,0.039548022598870025,H3,0.743947344091444,Agujereado
0.0,1,0.06102170000000484,1,0.8038714206910386,0.8513794126371996,0.9711121810303323,1.0,0.9743589743589745,0.7983870967741934,0.34375,0.6363636363636367,0.7453733248245055,0.782608695652174,0.7132352941176471,0.9712308498263618,0.9531495316715258,0.22090261282660334,H3,0.9707481791232306,Agujereado
0.09259259259259278,1,0.06557690000000349,2,0.8486322188449847,0.9441687344913151,0.7456445993031359,0.99989898989899,0.7878787878787881,0.9320388349514563,0.23076923076923075,0.607142857142857,0.8930729893072988,0.9357798165137616,0.09959349593495935,0.744932173880102,0.4359719894923159,0.29378531073446323,H3,0.719256141448739,Agujereado
0.03401360544217691,1,0.08136520000000047,1,0.8408304498269896,0.8329872441412044,0.9277804525758305,1.0,0.9487179487179489,0.7741935483870966,0.4236111111111111,0.7272727272727275,0.7562220804084238,0.7971014492753624,0.6838235294117648,0.927926843711796,0.8726332697178251,0.06888361045130642,H3,0.9268704478080767,Agujereado
0.09259259259259278,1,0.08591170000000403,2,0.4282168186423505,0.9536807278742763,0.7073170731707317,1.0,0.7878787878787881,0.941747572815534,0.2692307692307693,0.642857142857143,0.45606694560669453,0.9357798165137616,0.10162601626016261,0.7073001292052103,0.38959360687807404,0.1271186440677966,H3,0.6802605059673895,Agujereado
0.03401360544217691,1,0.10171420000000353,1,0.04628654530866055,0.843073272026105,0.940779971112181,1.0,0.9230769230769229,0.7903225806451611,0.4895833333333334,0.7727272727272729,0.04594767070835993,0.8043478260869564,0.7867647058823529,0.9407353965080958,0.8813014454496779,0.1282660332541568,H3,0.940033767202623,Agujereado
