P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,ENER,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta
92,1,2.6762925999999965,1,197,14,0,292,56,48,0.008,41,10,42,50,49776.0,1647.0,509,Usada
97,1,2.6770442999999986,1,4,1,0,5,51,200,0.008,41,1,0,250,1037.0,121.947,678,Usada
92,1,2.6774830999999963,1,4,1,0,0,50,0,0.008,41,1,0,250,0.0,116.305,634,Usada
92,1,2.6779162999999997,1,1,1,0,1,50,1000,0.008,41,1,0,1000,366.0,156.495,611,Usada
87,1,2.6783519999999967,1,0,1,0,5,50,200,0.008,41,1,0,1000,1159.0,136.194,607,Usada
97,1,2.6787915999999967,1,241,32,10,488,58,66,0.008,41,15,68,62,109983.0,4493.0,504,Usada
92,1,2.6799699999999973,1,312,20,10,428,55,47,0.008,41,17,25,54,67344.0,1848.0,623,Usada
92,1,2.680155499999998,2,1,31,10,646,55,48,0.038,54,1,46,1000,98027.0,2946.0,399,Usada
92,1,2.680860299999999,1,9,2,0,9,50,222,0.008,41,2,0,222,1586.0,95.987,690,Usada
92,1,2.681231799999999,2,118,57,20,837,58,68,0.038,54,8,68,67,158875.0,5470.0,327,Usada
92,1,2.6816923000000017,1,48,16,0,352,55,45,0.008,41,5,36,104,57858.0,1773.0,592,Usada
92,1,2.6826849999999993,1,49,9,0,387,51,23,0.008,41,2,20,40,51026.0,1204.0,578,Usada
92,1,2.682811799999996,2,294,36,10,682,56,53,0.038,54,15,54,51,109953.0,3412.0,328,Usada
92,1,2.683923,2,0,219,100,3313,61,66,0.036,54,1,65,1000,686067.0,26289.0,309,Usada
92,1,2.683942799999997,1,251,18,0,392,56,46,0.008,41,11,49,43,60207.0,1875.0,504,Usada
92,1,2.6849848000000023,1,31,10,0,147,54,68,0.008,41,4,52,129,27176.0,909.846,535,Usada
92,1,2.685623299999996,1,16,2,0,16,50,125,0.008,41,2,0,125,2837.0,185.139,646,Usada
92,1,2.6862505,1,428,36,20,574,61,63,0.008,41,23,89,53,137708.0,6132.0,436,Usada
92,1,2.6876680999999962,2,0,45,20,880,57,51,0.036,54,1,50,1000,141581.0,4187.0,364,Usada
92,1,2.6878559999999965,1,122,11,0,268,56,41,0.008,41,7,27,57,43706.0,1336.0,548,Usada
92,1,2.6889308000000014,1,0,1,0,5,51,200,0.008,41,1,0,1000,1007.0,115.492,681,Usada
92,1,2.6889790999999974,2,0,66,20,769,62,86,0.036,54,1,84,1000,173209.0,6759.0,321,Usada
92,1,2.689366999999997,1,38,20,0,252,56,79,0.008,41,4,74,105,53863.0,1839.0,558,Usada
92,1,2.6903498,1,70,17,0,347,54,49,0.008,41,7,36,100,52704.0,1429.0,660,Usada
92,1,2.690389599999996,2,469,50,20,858,60,58,0.032,53,30,51,63,138623.0,4627.0,321,Usada
92,1,2.6911293,1,51,2,0,51,50,39,0.008,42,2,0,39,4514.0,169.299,723,Usada
92,1,2.6917823,1,38,10,0,256,53,39,0.008,42,2,36,52,37027.0,1104.0,556,Usada
92,1,2.6919804999999997,2,2253,198,100,2986,61,66,0.032,53,148,68,65,640317.0,25127.0,304,Usada
92,1,2.692664800000003,1,1,2,0,17,50,118,0.008,42,1,62,1000,2654.0,240.59,614,Usada
92,1,2.6931829999999977,1,4,2,0,10,51,200,0.008,42,1,200,250,1983.0,229.771,617,Usada
92,1,2.6936627999999985,1,0,1,0,0,50,0,0.008,42,1,0,1000,213.5,119.962,671,Usada
92,1,2.6940957999999995,1,159,33,10,697,53,47,0.008,42,4,54,25,107452.0,2876.0,495,Usada
92,1,2.6953590999999975,1,5,5,0,82,54,61,0.008,42,1,51,200,15220.0,576.823,593,Usada
92,1,2.695557799999996,2,342,30,10,656,56,46,0.032,53,15,47,43,94794.0,2658.0,342,Usada
92,1,2.6960242999999977,1,49,15,0,180,55,83,0.008,42,5,76,102,41633.0,1651.0,595,Usada
92,1,2.6969210999999973,1,40,19,0,211,55,90,0.008,42,5,81,125,48892.0,1834.0,524,Usada
92,1,2.6969408,2,242,25,10,467,55,54,0.03,53,14,48,57,66032.0,1829.0,327,Usada
92,1,2.697923799999998,2,325,46,20,825,58,56,0.03,53,18,56,55,131486.0,4078.0,326,Usada
92,1,2.6982075999999964,1,77,11,0,229,53,48,0.008,42,6,33,77,33001.0,924.784,565,Usada
92,1,2.699213499999999,2,0,260,120,3354,63,78,0.03,53,1,77,1000,759999.0,30024.0,308,Usada
92,1,2.6992687999999987,1,49,24,10,387,57,62,0.008,42,5,56,102,71614.0,2251.0,566,Usada
92,1,2.700323300000001,1,426,28,10,568,55,49,0.008,42,24,28,56,87779.0,2528.0,596,Usada
92,1,2.7013292999999976,1,18,1,0,18,50,56,0.008,42,1,0,55,2715.0,189.819,676,Usada
92,1,2.7017839999999964,1,209,43,20,771,56,56,0.008,42,11,56,52,135207.0,4082.0,521,Usada
97,1,2.7032834999999977,1,0,5,0,160,52,31,0.008,42,1,25,1000,19551.0,642.419,540,Usada
92,1,2.7033059999999978,2,355,33,10,515,56,64,0.03,53,22,69,61,91469.0,2947.0,332,Usada
92,1,2.704295000000002,2,206,53,20,912,58,58,0.03,52,17,51,82,160003.0,5258.0,312,Usada
92,1,2.7044105000000016,1,314,35,10,725,56,48,0.008,42,15,48,47,124044.0,3846.0,504,Usada
92,1,2.705742800000003,1,1,2,0,27,51,74,0.008,42,1,38,1000,5185.0,305.523,583,Usada
92,1,2.705911299999997,2,202,21,10,690,55,30,0.03,52,7,28,34,90981.0,2251.0,333,Usada
92,1,2.706233300000001,1,48,10,0,200,55,50,0.008,42,4,39,83,38491.0,1426.0,531,Usada
92,1,2.7069547999999983,1,312,15,10,442,53,34,0.008,42,11,30,35,63959.0,1729.0,582,Usada
92,1,2.7072000000000003,2,8,30,10,541,56,55,0.03,52,2,52,250,87322.0,2803.0,343,Usada
92,1,2.707995799999999,1,374,32,10,546,57,59,0.008,42,18,81,48,101840.0,3311.0,503,Usada
92,1,2.7081765000000004,2,1263,156,70,2035,60,77,0.03,52,99,73,78,459269.0,19001.0,302,Usada
92,1,2.708979300000003,1,107,22,10,338,56,65,0.008,42,9,56,84,66094.0,2241.0,583,Usada
97,1,2.709753499999998,1,0,4,0,31,51,129,0.008,42,1,96,1000,6192.0,336.173,597,Usada
92,1,2.7104775999999973,1,0,1,0,0,50,0,0.01,43,1,0,1000,0.0,43.113,791,Usada
92,1,2.710704299999996,2,516,47,20,963,60,49,0.03,52,23,53,44,157106.0,5056.0,331,Usada
92,1,2.710996999999999,1,140,25,10,458,54,55,0.01,43,6,59,42,74817.0,2246.0,576,Usada
92,1,2.712024999999997,1,94,13,0,137,56,95,0.01,43,9,93,95,37759.0,1639.0,562,Usada
92,1,2.712227300000002,2,108,34,10,492,58,69,0.03,52,8,67,74,110166.0,4313.0,315,Usada
92,1,2.7126124999999988,1,66,14,0,187,58,75,0.01,43,6,66,90,52063.0,2586.0,470,Usada
92,1,2.7131880999999964,2,615,32,10,873,56,37,0.03,52,20,46,32,115748.0,3136.0,326,Usada
92,1,2.7134918,1,90,2,0,90,51,22,0.01,43,2,0,22,10950.0,391.533,574,Usada
92,1,2.714491500000001,2,1872,269,130,3401,63,79,0.03,52,134,88,71,828990.0,37643.0,316,Usada
92,1,2.7146899999999974,1,21,3,0,27,51,111,0.01,43,3,0,142,5612.0,352.794,563,Usada
87,1,2.7151739999999975,1,68,7,0,178,54,39,0.01,43,4,27,58,25224.0,852.772,551,Usada
102,1,2.715972800000003,1,144,12,0,252,57,48,0.01,43,8,37,55,40840.0,1439.0,549,Usada
92,1,2.716656499999999,1,0,65,30,1237,61,53,0.01,43,1,51,1000,227866.0,7641.0,448,Usada
87,1,2.718612499999999,1,75,9,0,166,54,54,0.01,43,4,54,53,29982.0,1002.0,604,Usada
92,1,2.7186225999999962,2,271,40,10,591,58,68,0.03,52,18,68,66,108458.0,3735.0,323,Usada
92,1,2.7196452999999963,2,30,57,20,951,59,60,0.03,52,4,57,133,174185.0,5915.0,353,Usada
92,1,2.719724300000003,1,594,38,20,898,58,42,0.01,43,25,42,42,140300.0,4148.0,604,Usada
92,1,2.7210338000000007,2,426,31,10,717,56,43,0.03,52,19,41,44,101657.0,2795.0,328,Usada
87,1,2.7213629999999966,1,5,3,0,105,52,29,0.01,43,1,20,200,15586.0,538.711,627,Usada
92,1,2.722239000000002,2,1986,284,140,3340,66,85,0.03,52,168,85,84,912286.0,48143.0,304,Usada
92,1,2.722253799999997,1,191,17,0,279,55,61,0.01,43,10,80,52,57218.0,2128.0,521,Usada
92,1,2.723140800000003,1,4,2,0,26,51,77,0.01,43,1,45,250,4606.0,309.343,671,Usada
92,1,2.7236288,1,80,14,0,214,55,65,0.01,43,8,45,100,42730.0,1564.0,509,Usada
97,1,2.7242742999999976,1,77,60,40,823,66,73,0.01,44,8,69,103,305854.0,24926.0,328,Usada
92,1,2.725530499999998,1,0,8,0,77,59,104,0.01,44,1,92,1000,19368.0,825.523,541,Usada
102,1,2.726013000000002,2,540,54,20,977,61,55,0.03,52,27,61,50,178456.0,6830.0,324,Usada
92,1,2.726345799999997,1,367,25,10,492,56,51,0.01,44,20,40,54,86437.0,2975.0,526,Usada
92,1,2.7273759999999996,1,71,17,0,202,56,84,0.01,44,7,76,98,49349.0,1928.0,515,Usada
92,1,2.727605599999997,2,227,36,10,671,57,54,0.03,52,10,58,44,107116.0,3169.0,328,Usada
92,1,2.7280342999999974,1,53,4,0,57,51,70,0.01,44,3,250,56,9699.0,413.31,592,Usada
92,1,2.7286009999999976,1,110,10,0,233,55,43,0.01,44,5,40,45,35227.0,1107.0,629,Usada
92,1,2.728878799999997,2,1095,101,50,1904,59,53,0.03,52,50,63,45,324795.0,10773.0,336,Usada
92,1,2.729266299999999,1,0,9,0,273,60,33,0.01,44,1,29,1000,40504.0,1409.0,555,Usada
92,1,2.729988800000001,1,132,19,0,399,54,48,0.01,44,9,37,68,57706.0,1620.0,610,Usada
92,1,2.730837799999996,1,48,4,0,53,51,75,0.01,44,3,200,62,9028.0,353.502,656,Usada
92,1,2.7312153000000023,2,618,208,100,2188,65,95,0.03,52,65,91,105,630039.0,33349.0,275,Usada
92,1,2.7315467999999967,1,606,74,40,899,61,82,0.01,44,53,71,87,287859.0,15610.0,416,Usada
92,1,2.7328972999999976,1,177,22,10,325,56,68,0.01,44,12,67,67,64233.0,2165.0,492,Usada
92,1,2.7336898000000005,1,21,3,0,27,53,111,0.01,44,3,0,142,6893.0,334.582,571,Usada
92,1,2.733983500000001,2,235,31,10,680,58,46,0.03,52,7,54,29,105683.0,3272.0,375,Usada
92,1,2.734346500000001,1,26,5,0,42,53,119,0.01,44,3,133,115,9333.0,432.138,582,Usada
92,1,2.7349593,1,218,31,10,338,58,92,0.01,44,21,83,96,98088.0,4287.0,475,Usada
92,1,2.7351567999999986,2,445,44,20,786,57,56,0.03,52,27,49,60,135359.0,4321.0,336,Usada
92,1,2.735729499999998,1,0,5,0,41,62,122,0.01,44,1,97,1000,10095.0,527.354,772,Usada
87,1,2.7362984999999966,1,176,8,0,202,54,40,0.01,44,6,80,34,28304.0,802.257,604,Usada
92,1,2.7365335,2,258,41,20,866,57,47,0.03,52,16,41,62,131455.0,3756.0,335,Usada
92,1,2.7369377999999998,1,11,7,0,126,56,56,0.012,44,2,43,181,22784.0,895.731,504,Usada
92,1,2.7376582999999997,1,229,60,30,1124,56,53,0.012,44,18,46,78,200812.0,6188.0,498,Usada
107,1,2.737833000000002,2,1713,264,130,3221,63,82,0.03,52,129,89,75,852719.0,41969.0,296,Usada
92,1,2.7392155000000002,1,521,118,70,1880,63,63,0.012,44,43,55,82,456493.0,22459.0,407,Usada
92,1,2.7415179999999992,2,423,28,10,715,54,39,0.03,52,20,27,47,92598.0,2419.0,329,Usada
92,1,2.7418355000000005,1,221,12,0,320,54,38,0.012,44,8,40,36,47214.0,1362.0,566,Usada
92,1,2.742753299999997,1,85,11,0,236,54,47,0.012,44,4,46,47,34648.0,1058.0,575,Usada
92,1,2.7429222999999965,2,345,37,10,685,58,54,0.03,52,22,44,63,121390.0,4154.0,334,Usada
102,1,2.743420499999999,1,0,3,0,78,51,38,0.012,44,1,25,1000,11651.0,375.87,579,Usada
92,1,2.743969800000002,1,22,9,0,307,52,29,0.012,45,3,21,136,38583.0,1005.0,548,Usada
92,1,2.7442968000000008,2,164,28,10,393,59,71,0.03,52,9,83,54,85674.0,3521.0,301,Usada
97,1,2.7447684999999993,1,1,4,0,30,51,133,0.012,45,1,103,1000,6588.0,291.904,610,Usada
92,1,2.7451369999999997,2,1884,287,150,3549,65,81,0.03,52,132,93,70,981185.0,50296.0,300,Usada
87,1,2.7454988,1,107,3,0,112,50,27,0.012,45,2,200,18,13817.0,374.472,598,Usada
92,1,2.7460464999999985,1,28,6,0,61,56,98,0.012,45,3,93,107,17599.0,877.747,531,Usada
92,1,2.746609999999997,1,704,147,100,2023,67,73,0.012,45,56,69,79,676551.0,47145.0,348,Usada
92,1,2.7490758,1,81,12,0,316,54,38,0.012,45,5,29,61,41999.0,1156.0,619,Usada
92,1,2.7493967999999995,2,0,32,10,482,60,66,0.03,52,1,64,1000,93879.0,3287.0,334,Usada
92,1,2.7498259999999988,1,28,7,0,187,52,37,0.012,45,3,25,107,25559.0,668.086,673,Usada
102,1,2.7503138000000007,2,617,61,30,859,61,71,0.03,52,46,62,74,191845.0,7556.0,318,Usada
92,1,2.750684800000002,1,26,31,10,711,56,44,0.012,45,3,40,115,105225.0,3031.0,575,Usada
92,1,2.7516012999999973,2,0,55,20,946,61,58,0.03,52,1,57,1000,173423.0,6117.0,331,Usada
92,1,2.751975299999998,1,14,3,0,30,50,100,0.012,45,1,133,71,5338.0,246.972,644,Usada
92,1,2.752968299999999,1,542,37,20,920,55,40,0.012,45,17,52,31,141703.0,3743.0,518,Usada
102,1,2.752988799999997,2,1819,365,190,4594,65,79,0.03,52,146,78,80,1188000.0,57623.0,291,Usada
92,1,2.7543172999999967,1,876,169,110,2105,64,80,0.012,45,80,72,91,711168.0,40749.0,340,Usada
92,1,2.7568534999999983,1,32,10,0,118,56,85,0.012,45,4,70,125,30104.0,1279.0,475,Usada
92,1,2.7574054999999973,1,0,12,0,361,61,33,0.012,45,1,30,1000,50782.0,1290.0,598,Usada
92,1,2.7580150000000003,2,575,61,30,844,60,72,0.03,52,47,52,81,192272.0,7748.0,348,Usada
92,1,2.758349299999999,1,11,3,0,26,53,115,0.012,45,2,66,181,6466.0,356.785,558,Usada
92,1,2.7588289999999986,1,109,5,0,120,52,42,0.012,45,4,100,36,14915.0,456.834,692,Usada
92,1,2.7593010000000007,2,591,59,20,867,60,68,0.03,52,40,69,67,167689.0,5878.0,337,Usada
92,1,2.7596300000000014,1,89,1,0,89,50,11,0.012,45,1,0,11,7015.0,294.177,715,Usada
92,1,2.7602077999999963,1,15,7,0,63,54,111,0.014,46,2,104,133,14305.0,575.587,634,Usada
92,1,2.7606113000000008,2,1885,287,150,3490,67,82,0.03,52,154,82,81,981216.0,52016.0,300,Usada
92,1,2.760933999999999,1,1912,168,100,2498,65,67,0.014,46,123,76,64,661850.0,33904.0,426,Usada
92,1,2.763863999999998,1,1,15,0,226,55,66,0.014,46,1,62,1000,42761.0,1442.0,491,Usada
92,1,2.7648129999999966,2,90,24,10,320,60,75,0.03,52,8,69,88,69113.0,2807.0,352,Usada
92,1,2.764973300000001,1,20,12,0,208,54,58,0.014,46,3,47,150,36630.0,1204.0,535,Usada
102,1,2.765653999999998,2,505,48,20,885,59,54,0.03,52,27,55,53,162474.0,5545.0,320,Usada
97,1,2.766175799999999,1,117,8,0,248,57,32,0.014,46,4,30,34,41297.0,1517.0,585,Usada
92,1,2.7670359999999974,1,21,5,0,48,55,104,0.014,46,3,76,142,15220.0,754.363,479,Usada
92,1,2.7671945999999963,2,9,5,0,104,52,48,0.03,52,2,31,222,15860.0,529.842,363,Usada
92,1,2.7675550000000015,1,31,12,0,150,57,80,0.014,46,4,67,129,38461.0,1706.0,482,Usada
102,1,2.768006800000002,2,2015,307,150,3679,64,83,0.03,52,151,93,74,949770.0,46021.0,303,Usada
92,1,2.768205000000002,1,210,13,0,252,56,52,0.014,46,9,95,42,41572.0,1463.0,553,Usada
92,1,2.7688865000000007,1,2,26,10,351,59,74,0.014,46,1,71,500,90036.0,3981.0,470,Usada
97,1,2.769669299999997,1,865,154,90,2068,62,74,0.014,46,70,69,80,577578.0,28538.0,451,Usada
102,1,2.7721222999999995,2,448,60,30,851,61,71,0.03,52,35,62,78,190656.0,7905.0,314,Usada
87,1,2.7726457999999994,1,144,22,10,364,53,60,0.014,46,11,50,76,64386.0,1999.0,539,Usada
92,1,2.7734140999999966,2,512,30,10,685,57,44,0.03,52,21,52,41,108977.0,3445.0,336,Usada
102,1,2.773926799999998,1,30,10,0,162,57,62,0.014,46,4,45,133,33398.0,1276.0,473,Usada
102,1,2.7748279999999994,2,417,38,20,668,58,57,0.03,52,27,44,64,139049.0,5339.0,339,Usada
102,1,2.7750945000000016,1,30,1,0,162,50,6,0.014,46,1,0,33,33398.0,98.875,492,Usada
92,1,2.775545799999996,1,11,5,0,43,52,116,0.014,46,2,93,181,9486.0,416.344,616,Usada
92,1,2.775939000000001,2,1910,386,200,4629,65,83,0.03,52,162,82,84,1250000.0,62709.0,295,Usada
92,1,2.7763408,1,217,31,20,420,62,74,0.014,46,16,74,73,127063.0,7223.0,427,Usada
92,1,2.7772093000000027,1,607,218,140,3295,65,66,0.014,46,41,65,67,885750.0,50439.0,343,Usada
87,1,2.7810488000000007,1,16,6,0,90,53,67,0.014,46,2,54,125,14579.0,482.989,588,Usada
107,1,2.7812788000000026,2,312,31,10,485,57,64,0.03,52,19,69,60,93391.0,3342.0,374,Usada
92,1,2.7816118000000003,1,31,7,0,109,54,64,0.014,46,4,38,129,18849.0,698.505,591,Usada
92,1,2.782389099999996,1,199,51,20,865,57,59,0.014,46,10,61,50,179584.0,6517.0,493,Usada
92,1,2.7824872999999997,2,471,35,10,647,57,54,0.03,52,25,57,53,107787.0,3508.0,385,Usada
92,1,2.783597499999999,2,583,58,30,887,61,65,0.03,52,38,65,65,196298.0,8214.0,328,Usada
92,1,2.783911599999996,1,1174,80,40,1259,57,64,0.014,46,73,83,62,258976.0,9063.0,458,Usada
92,1,2.7849213000000006,2,1673,280,160,3403,63,82,0.03,52,149,75,89,1003000.0,54048.0,281,Usada
92,1,2.785603799999997,1,7,106,60,1454,63,73,0.016,47,1,72,142,413275.0,21203.0,363,Usada
97,1,2.7874920000000003,1,1,14,0,259,55,54,0.016,47,1,50,1000,47946.0,1468.0,513,Usada
92,1,2.7882845999999972,1,27,4,0,53,51,75,0.016,47,3,38,111,9303.0,344.372,647,Usada
107,1,2.789057800000002,2,100,29,10,477,57,61,0.03,52,9,53,90,79392.0,2544.0,347,Usada
92,1,2.7891945000000007,1,122,6,0,166,52,36,0.016,47,4,46,32,20649.0,564.729,661,Usada
87,1,2.7900233000000014,1,61,4,0,83,53,48,0.016,47,2,95,32,13481.0,482.211,655,Usada
92,1,2.7901244999999975,2,488,53,20,751,59,71,0.03,52,35,68,71,174125.0,7369.0,332,Usada
92,1,2.7905549999999977,1,66,29,10,369,58,79,0.016,47,6,76,90,100345.0,4458.0,544,Usada
92,1,2.791316000000002,2,83,50,20,813,59,62,0.03,52,7,58,84,158905.0,5985.0,339,Usada
92,1,2.791744999999999,1,135,30,10,507,57,59,0.016,47,6,64,44,98332.0,3373.0,581,Usada
102,1,2.7925613000000027,2,698,296,180,3439,65,86,0.03,52,66,83,94,1142000.0,69903.0,312,Usada
92,1,2.792929000000001,1,427,134,90,1779,65,75,0.016,47,32,75,74,583404.0,33667.0,335,Usada
92,1,2.795138999999999,1,43,16,0,293,57,55,0.016,47,5,44,116,60573.0,2281.0,430,Usada
87,1,2.795960000000001,1,32,2,0,32,51,63,0.016,47,2,0,62,4849.0,170.385,684,Usada
92,1,2.796712999999997,1,0,2,0,11,51,182,0.016,47,1,100,1000,2501.0,200.113,718,Usada
92,1,2.796718300000002,2,203,25,10,403,57,62,0.03,52,11,70,54,77165.0,2792.0,337,Usada
92,1,2.797601499999999,2,591,52,30,940,61,55,0.03,52,31,60,52,195658.0,7950.0,334,Usada
92,1,2.7976170999999965,1,4,2,0,60,52,33,0.016,47,1,17,250,7503.0,302.921,655,Usada
92,1,2.7981444999999994,1,126,21,10,323,55,65,0.016,47,11,51,87,62830.0,2007.0,572,Usada
92,1,2.7989000999999973,1,165,7,0,166,53,42,0.016,47,7,0,42,24736.0,716.295,612,Usada
92,1,2.7992307999999966,2,281,37,10,561,56,66,0.03,52,19,64,67,100132.0,3141.0,352,Usada
92,1,2.799559500000001,1,0,24,10,306,62,78,0.016,47,1,75,1000,79087.0,3596.0,492,Usada
92,1,2.8002290000000016,2,2385,285,160,3264,64,87,0.03,52,219,75,91,1028000.0,59298.0,287,Usada
92,1,2.800553999999998,1,459,69,40,843,63,82,0.016,47,34,91,74,311741.0,20202.0,394,Usada
92,1,2.801832300000001,1,294,33,10,498,58,66,0.016,47,23,49,78,115687.0,4573.0,459,Usada
92,1,2.802759299999998,1,0,27,10,293,63,92,0.016,47,1,89,1000,105774.0,6301.0,523,Usada
92,1,2.803932500000002,2,543,33,10,853,58,39,0.03,52,20,41,36,124318.0,3551.0,356,Usada
87,1,2.8040544999999995,1,23,3,0,44,51,68,0.016,47,1,95,43,8174.0,337.109,598,Usada
92,1,2.804554500000002,1,98,18,0,273,54,66,0.016,47,9,51,91,55205.0,1825.0,556,Usada
92,1,2.8052199999999985,2,623,50,30,918,63,54,0.03,52,35,51,56,189923.0,8349.0,309,Usada
92,1,2.8056794999999966,1,253,20,10,389,58,51,0.016,47,17,22,67,80154.0,3123.0,489,Usada
92,1,2.806586099999997,1,112,47,20,872,56,54,0.016,47,5,55,44,158844.0,4707.0,520,Usada
107,1,2.8068652999999983,2,42,3,0,72,53,42,0.03,52,2,34,47,7686.0,327.993,380,Usada
107,1,2.807369999999999,2,4,2,0,20,50,100,0.03,52,1,62,250,2379.0,159.968,352,Usada
92,1,2.8078257999999963,2,2454,287,160,3431,65,84,0.03,52,221,67,90,1046000.0,59092.0,302,Usada
92,1,2.8081728000000012,1,611,134,80,1855,64,72,0.016,47,46,70,75,531035.0,28430.0,408,Usada
92,1,2.810460499999998,1,65,41,20,576,61,71,0.016,47,7,66,107,137067.0,6207.0,554,Usada
92,1,2.811727300000001,1,557,31,20,778,56,40,0.016,47,18,59,32,125294.0,3659.0,608,Usada
92,1,2.811835799999997,2,408,31,10,631,58,49,0.03,52,17,63,41,105042.0,3379.0,355,Usada
107,1,2.812922999999998,2,148,27,10,352,59,77,0.03,52,13,68,87,85064.0,3638.0,350,Usada
92,1,2.8132287999999974,1,26,8,0,138,53,58,0.016,47,3,45,115,23942.0,705.864,551,Usada
92,1,2.813712299999999,2,119,11,0,140,55,79,0.03,52,9,95,75,32056.0,1187.0,343,Usada
92,1,2.8141377999999975,1,256,51,30,926,61,55,0.016,47,12,58,46,208071.0,9296.0,458,Usada
92,1,2.814377999999998,2,3560,393,230,4611,66,85,0.03,52,313,76,87,1480000.0,90421.0,299,Usada
92,1,2.8155029999999996,1,1103,156,100,2155,63,72,0.016,47,83,69,75,666913.0,37438.0,359,Usada
92,1,2.818089999999998,1,0,45,30,910,70,49,0.018,48,1,48,1000,192059.0,8686.0,470,Usada
92,1,2.819735999999999,2,153,32,20,502,61,64,0.03,52,10,63,65,125660.0,6232.0,326,Usada
92,1,2.819901299999998,1,80,27,10,391,58,69,0.018,48,8,61,100,86986.0,3337.0,582,Usada
92,1,2.8206717999999995,2,51,8,0,165,55,48,0.03,52,3,43,58,24827.0,802.016,378,Usada
92,1,2.820999499999999,1,242,42,20,483,61,87,0.018,48,20,91,82,150701.0,7814.0,456,Usada
92,1,2.821335300000001,2,2906,302,160,3971,63,76,0.03,52,219,77,75,1059000.0,51737.0,300,Usada
92,1,2.8219920000000016,1,139,13,0,226,54,58,0.018,48,8,57,57,34892.0,1070.0,594,Usada
87,1,2.822649300000002,1,23,13,0,137,56,95,0.018,48,3,87,130,35776.0,1446.0,494,Usada
92,1,2.8232187999999994,1,783,139,100,2276,64,61,0.018,48,43,64,54,647881.0,37874.0,342,Usada
92,1,2.8257385,2,0,71,40,852,69,83,0.03,52,1,82,1000,266021.0,14160.0,337,Usada
92,1,2.826069799999999,1,0,37,10,545,58,68,0.018,48,1,66,1000,114009.0,4041.0,548,Usada
92,1,2.8270350999999962,2,502,45,20,809,60,56,0.03,52,28,55,55,164029.0,6516.0,339,Usada
92,1,2.8274405000000016,1,137,28,10,394,57,71,0.018,48,6,85,43,94276.0,3635.0,542,Usada
92,1,2.828561999999998,2,4826,454,270,6903,66,66,0.03,52,326,61,67,1700000.0,84619.0,320,Usada
92,1,2.828567999999997,1,137,1,10,394,50,3,0.018,48,1,0,7,94276.0,128.586,483,Usada
92,1,2.8289997999999983,1,66,11,0,177,53,62,0.018,48,7,36,106,35532.0,1252.0,563,Usada
92,1,2.8296245000000013,1,616,51,20,943,57,54,0.018,48,27,73,43,166042.0,5230.0,583,Usada
92,1,2.8310010000000005,1,609,140,90,2064,65,68,0.018,48,37,70,60,574071.0,30502.0,389,Usada
92,1,2.8334975,1,0,58,30,718,68,81,0.018,48,1,79,1000,227225.0,11951.0,576,Usada
92,1,2.834746799999998,1,9,6,0,215,51,28,0.018,48,2,19,222,27541.0,863.426,594,Usada
87,1,2.8353937999999985,1,0,9,0,140,54,64,0.018,48,1,57,1000,23851.0,722.818,582,Usada
92,1,2.8358993000000012,2,551,118,60,2142,59,55,0.03,52,25,58,45,401959.0,14323.0,341,Usada
92,1,2.8362610000000004,1,236,23,10,390,58,59,0.018,48,13,64,55,83478.0,3549.0,496,Usada
97,1,2.837215299999997,1,149,11,0,199,53,55,0.018,48,6,100,40,29158.0,875.092,564,Usada
102,1,2.8379053000000027,1,61,12,0,303,51,40,0.018,48,5,29,81,38308.0,956.428,611,Usada
92,1,2.8384920999999963,2,790,200,100,2321,62,86,0.03,52,70,84,88,637938.0,30922.0,296,Usada
97,1,2.8388100999999963,1,409,126,70,2013,62,63,0.018,48,27,61,66,454358.0,20240.0,424,Usada
92,1,2.841532000000001,1,0,23,10,326,61,71,0.018,48,1,67,1000,72926.0,2745.0,588,Usada
92,1,2.841541999999997,2,0,91,40,1559,59,58,0.03,52,1,57,1000,304481.0,10435.0,337,Usada
92,1,2.842305500000002,1,0,1,0,1,50,1000,0.018,48,1,0,1000,488.0,219.175,639,Usada
92,1,2.842801999999999,1,49,20,10,225,58,89,0.018,48,5,85,102,66856.0,3159.0,486,Usada
92,1,2.8436602999999963,1,110,21,10,263,56,80,0.018,48,8,85,72,67710.0,2808.0,531,Usada
92,1,2.843799599999997,2,256,25,10,439,59,57,0.03,52,13,65,50,86956.0,3604.0,353,Usada
92,1,2.8445402999999985,1,0,2,0,10,50,200,0.02,49,1,100,1000,2013.0,176.601,595,Usada
102,1,2.8447115999999966,2,4002,452,260,6071,66,74,0.03,52,331,58,82,1642000.0,86503.0,311,Usada
92,1,2.845032599999996,1,332,48,20,572,56,84,0.02,49,31,70,93,145546.0,5673.0,472,Usada
97,1,2.8460992999999988,1,1046,172,100,2401,64,72,0.02,49,78,69,74,654835.0,33235.0,365,Usada
97,1,2.848945299999997,1,235,37,20,732,62,51,0.02,49,18,38,76,153873.0,7113.0,475,Usada
92,1,2.8501132999999967,1,334,30,10,481,57,62,0.02,49,20,68,59,97326.0,3557.0,616,Usada
92,1,2.851239800000002,1,216,32,10,526,56,61,0.02,49,16,51,74,104829.0,3553.0,569,Usada
