P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta
0.0,1,1.0001675999999975,1,0.0036937711885847288,0.0014619883040935672,0.004602070931919364,0.09375,0.16504854368932037,0.15853658536585366,0.4615384615384617,0.000513083632632119,0.31481481481481477,0.016177957532861477,0.000670999322188502,9.212598963589036e-05,0.5547945205479452,Usada
0.666666666666667,1,1.0007273000000012,1,0.1615139401912665,0.23489278752436646,0.26336851583212445,0.84375,0.3689320388349514,0.15853658536585366,0.4615384615384617,0.1585428424833248,0.22839506172839502,0.08695652173913045,0.2634474445378606,0.290104187610427,0.1352739726027397,Usada
0.0,1,1.0064373000000018,1,0.0034407731619693366,0.0004873294346978557,0.0038517332799759894,0.03125,0.09223300970873785,0.15853658536585366,0.4615384615384617,0.000513083632632119,0.16358024691358025,0.01718907987866532,0.0006726744473999238,9.917701155740856e-05,0.39897260273972607,Usada
0.0,1,1.007156799999997,1,0.0005565956585538634,0.0,0.0007003151418138161,0.0625,0.34466019417475724,0.15853658536585366,0.4615384615384617,0.0,0.25,0.07280080889787664,0.00010050751268530445,1.8624608708023714e-05,0.8715753424657535,Usada
0.666666666666667,1,1.0076145999999966,1,0.19263269746495978,0.2607212475633528,0.2998349257165725,0.8125,0.3543689320388349,0.17073170731707318,0.4615384615384617,0.17906618778860955,0.2345679012345679,0.08088978766430739,0.267076882495941,0.25717931835505325,0.26198630136986306,Usada
1.0,1,1.015189999999997,1,0.21762890249456054,0.2748538011695906,0.3055374918713421,0.84375,0.37378640776699024,0.20731707317073172,0.5384615384615383,0.20882503848127246,0.2407407407407407,0.08392315470171892,0.3482087802358007,0.43848551082236564,0.18664383561643832,Usada
0.10204081632653073,1,1.0175564999999978,2,0.4206626442256801,0.8035714285714285,0.9999499499499501,0.9347826086956523,0.7559055118110236,0.5446009389671361,0.7916666666666665,0.4032889584964761,0.7518248175182483,0.10298661174047374,0.9153935833829608,0.9953181973425299,0.0771604938271605,Usada
0.33333333333333304,1,1.0225302999999997,1,0.001062591711784648,0.0004873294346978557,0.001500675303886749,0.09375,0.2961165048543689,0.20731707317073172,0.5384615384615383,0.000513083632632119,0.16358024691358025,0.07987866531850354,0.00022647692858421937,4.732811890360961e-05,0.6078767123287672,Usada
0.33333333333333304,1,1.0230028000000004,1,0.0005059960532307848,0.0009746588693957114,0.0027512380571257065,0.125,0.22815533980582522,0.20731707317073172,0.5384615384615383,0.000513083632632119,0.08641975308641975,0.17189079878665317,0.000589253211871121,0.00012866592559192394,0.5428082191780821,Usada
1.0,1,1.023499000000001,1,0.18332237008551333,0.2592592592592592,0.27882547146215797,0.90625,0.38834951456310673,0.20731707317073172,0.5384615384615383,0.18778860954335558,0.2345679012345679,0.0910010111223458,0.322858552036285,0.3722142632958187,0.0958904109589041,Usada
