P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta
0.09259259259259278,1,1.0014712000000046,2,0.008865248226950354,0.026348291477974475,0.05297118847539016,0.34285714285714275,0.2033898305084746,0.10576923076923075,0.3928571428571428,0.00697350069735007,0.19834710743801653,0.07894736842105263,0.007446410812747975,0.000991146135915244,0.3972602739726028,Nueva
0.09259259259259278,1,1.0029757000000004,2,0.0016210739614994933,0.01646768217373405,0.0272609043617447,0.2857142857142856,0.2627118644067796,0.10576923076923075,0.3928571428571428,0.001394700139470014,0.26859504132231404,0.11032388663967611,0.004023436548482505,0.00047972857265564546,0.421917808219178,Nueva
0.09259259259259278,1,1.004004700000003,2,0.0243161094224924,0.027171675586661177,0.053571428571428575,0.3142857142857143,0.2076271186440678,0.10576923076923075,0.3928571428571428,0.013017201301720129,0.23553719008264462,0.048582995951417005,0.006900227605070333,0.000744886513356472,0.452054794520548,Nueva
0.09259259259259278,1,1.0055394000000035,2,0.07857142857142856,0.11239193083573487,0.23389355742296922,0.3142857142857143,0.1906779661016949,0.10576923076923075,0.3928571428571428,0.04602510460251046,0.19421487603305787,0.05263157894736842,0.026595051283160708,0.0026374077036052162,0.4054794520547945,Nueva
0.09259259259259278,1,1.0106922000000012,2,0.008510638297872339,0.013585837793330589,0.022358943577430974,0.34285714285714275,0.2669491525423729,0.10576923076923075,0.3928571428571428,0.006043700604370061,0.26859504132231404,0.0708502024291498,0.003944576168838182,0.0005625177432856458,0.410958904109589,Nueva
0.09259259259259278,1,1.0116312000000036,2,0.00020263424518743664,0.0004116920543433512,0.0011504601840736297,0.02857142857142847,0.3516949152542373,0.10576923076923075,0.3928571428571428,0.0,0.2975206611570248,0.1902834008097166,9.073392763731523e-05,9.500329901688821e-06,0.8438356164383561,Nueva
0.09259259259259278,1,1.0121059000000017,2,0.0015704154002026342,0.03705228489090161,0.09413765506202482,0.3142857142857143,0.1483050847457627,0.10576923076923075,0.3928571428571428,0.0009298000929800093,0.16115702479338845,0.08198380566801619,0.009832159752220467,0.000942155880423918,0.4383561643835616,Nueva
0.09259259259259278,1,1.0153178999999994,2,0.10233029381965551,0.0683408810209963,0.13465386154461786,0.3142857142857143,0.2033898305084746,0.10576923076923075,0.3928571428571428,0.0604370060437006,0.19008264462809918,0.05263157894736842,0.017580497928218815,0.0020780901724394103,0.4164383561643835,Nueva
0.03401360544217691,1,1.0183157000000025,1,0.6926777928131109,0.7003247711839385,0.9999499324087517,0.7727272727272727,0.6644295302013422,0.20833333333333337,0.5,0.5145135566188197,0.5968586387434556,0.4970059880239521,0.2483458906749541,0.07751511807037077,0.08364312267657992,Nueva
0.09259259259259278,1,1.0207199000000031,2,0.023505572441742655,0.02387813915191437,0.05392156862745098,0.2857142857142856,0.17372881355932202,0.10576923076923075,0.3928571428571428,0.013947001394700138,0.15702479338842976,0.05465587044534413,0.006266675105135123,0.0006495953784171124,0.4712328767123287,Nueva
0.09259259259259278,1,1.0222419000000045,2,0.13338399189463018,0.1280362289007822,0.2369947979191677,0.37142857142857144,0.22033898305084743,0.10576923076923075,0.3928571428571428,0.07996280799628079,0.23966942148760328,0.05364372469635627,0.031207465864522763,0.003548524695569268,0.4246575342465754,Nueva
0.09259259259259278,1,1.0274329000000009,2,0.0006585612968591692,0.01729106628242075,0.03151260504201681,0.34285714285714275,0.2330508474576271,0.10576923076923075,0.3928571428571428,0.00046490004649000463,0.243801652892562,0.13157894736842105,0.004011563000489513,0.0004153289192946443,0.41369863013698627,Nueva
0.09259259259259278,1,1.0285089999999997,2,0.01266464032421479,0.01729106628242075,0.03181272509003602,0.3142857142857143,0.2288135593220339,0.10576923076923075,0.3928571428571428,0.007438400743840075,0.24793388429752067,0.05566801619433198,0.00450855579505333,0.0005628084866416774,0.5095890410958904,Nueva
0.2777777777777779,1,1.029646900000003,2,0.2052178318135765,0.20378756689995883,0.31402561024409764,0.48571428571428554,0.2754237288135593,0.10576923076923075,0.3928571428571428,0.14597861459786146,0.30165289256198347,0.06578947368421052,0.053675444268123956,0.008303123482593162,0.3506849315068493,Nueva
0.09259259259259278,1,1.0363767000000053,2,0.002988855116514691,0.010703993412927132,0.018557422969187675,0.4285714285714284,0.2542372881355932,0.10576923076923075,0.3928571428571428,0.002324500232450023,0.24793388429752067,0.08906882591093117,0.0039267519433967115,0.0007348558675733815,0.3616438356164383,Nueva
0.09259259259259278,1,1.0373357,2,0.20815602836879432,0.23795800741045697,0.3121748699479792,0.6857142857142857,0.3347457627118644,0.10576923076923075,0.3928571428571428,0.17108321710832172,0.371900826446281,0.07793522267206478,0.08899021230348722,0.025558523605552073,0.3671232876712328,Nueva
0.0680272108843537,1,1.038651999999999,1,0.8443341853355386,0.7945084145261293,0.9999499324087517,0.8863636363636365,0.7718120805369127,0.23958333333333337,0.5454545454545454,0.7103668261562998,0.7225130890052357,0.592814371257485,0.5454609496717056,0.3795913224567047,0.06691449814126393,Nueva
0.2777777777777779,1,1.0440214999999995,2,0.00486322188449848,0.013174145738987238,0.023309323729491797,0.3142857142857143,0.2457627118644068,0.10576923076923075,0.3928571428571428,0.0041841004184100415,0.2272727272727273,0.09210526315789473,0.00330763122661926,0.00039068841987096545,0.32054794520547947,Nueva
0.09259259259259278,1,1.0450143999999997,2,0.009878419452887536,0.013174145738987238,0.025060024009603842,0.2857142857142856,0.2245762711864407,0.10576923076923075,0.4285714285714286,0.004649000464900047,0.26859504132231404,0.04453441295546559,0.003407708273988766,0.00039199676497310773,0.41917808219178077,Nueva
0.2777777777777779,1,1.0459794000000002,2,0.16529888551165148,0.2815973651708522,0.32938175270108044,0.6857142857142857,0.3813559322033898,0.10576923076923075,0.4285714285714286,0.16225011622501162,0.38016528925619836,0.09615384615384615,0.1339261691106896,0.0520695204102602,0.2027397260273972,Nueva
0.2777777777777779,1,1.0530067000000043,2,0.1776595744680851,0.3285302593659942,0.37054821928771514,0.7428571428571427,0.3983050847457627,0.11538461538461539,0.4285714285714286,0.17480241748024175,0.4132231404958678,0.09615384615384615,0.190207342735552,0.09157238407924073,0.1643835616438356,Nueva
0.03401360544217691,1,1.0589882000000015,1,0.9838620758783141,0.8181281369943904,1.0,0.9318181818181819,0.7986577181208053,0.30208333333333337,0.5909090909090908,0.8692185007974481,0.6282722513089005,0.62874251497006,0.6752148012076474,0.5707921856229055,0.11152416356877326,Nueva
0.09259259259259278,1,1.0608582000000055,2,0.6348530901722391,0.9040757513379992,1.0000000000000002,0.857142857142857,0.4067796610169491,0.18269230769230768,0.5357142857142858,0.6378428637842863,0.42148760330578516,0.09817813765182186,0.6982950919813454,0.45245757475347415,0.1205479452054794,Nueva
0.0,1,1.0793284000000014,1,0.04149751917004962,0.7989371124889283,0.9998998648175035,0.8863636363636365,0.7718120805369127,0.34375,0.6363636363636367,0.0379585326953748,0.6596858638743456,0.6646706586826348,0.5641028589994768,0.3792556903366648,0.20631970260223054,Nueva
