P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,ENER,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta
0.33333333333333304,1,1.0037737999999976,1,0.5840148512367669,0.3342803030303032,0.005405405405405406,1.0,0.0,0.0,0.37499999999999994,0.666666666666667,0.3929071395240317,0.08571428571428541,0.0,0.003723749729378667,0.0,0.7906976744186046,Muy Usada
0.09868421052631582,1,1.0168165999999983,2,0.2967302588753693,0.6073860660031429,0.11460446247464502,1.0,0.1071428571428572,0.3697478991596638,0.3333333333333334,0.6086956521739131,0.26318981200727715,0.42622950819672134,0.046875000000000014,0.11423701298701297,0.0204538774974538,0.619631901840491,Muy Usada
0.666666666666667,1,1.0280912999999998,1,0.9509307109527871,0.48390151515151514,0.07567567567567568,1.0,0.20000000000000018,0.22857142857142865,0.37499999999999994,0.666666666666667,0.7200186654223052,0.5142857142857142,0.009698275862068964,0.07508118640398354,0.03452465096933584,0.5581395348837209,Muy Usada
0.09868421052631582,1,1.0371484999999971,2,0.749336537980071,0.6317443687794657,0.15720081135902636,0.999930463806411,0.21428571428571397,0.4117647058823529,0.3267973856209151,0.6086956521739131,0.7034566403881141,0.4918032786885247,0.05691964285714286,0.15719155844155844,0.039708182499067116,0.5214723926380367,Muy Usada
0.33333333333333304,1,1.0508917999999987,1,0.529225829110431,0.6354166666666667,0.1891891891891892,1.0,0.20000000000000018,0.45714285714285685,0.37499999999999994,0.666666666666667,0.4400373308446104,0.4857142857142853,0.01831896551724138,0.1890019484736956,0.09633660211155087,0.4232558139534882,Muy Usada
0.09868421052631582,1,1.057482799999999,2,0.4917129838265485,0.6553169198533264,0.19675456389452334,1.0,0.25,0.44537815126050406,0.3267973856209151,0.6086956521739131,0.4796846573681019,0.48360655737704916,0.06361607142857144,0.19625,0.06005436371792268,0.7177914110429449,Muy Usada
0.666666666666667,1,1.071228099999999,1,0.6770859465154785,0.6268939393939394,0.21081081081081082,0.9998438719750196,0.39999999999999947,0.45714285714285685,0.37499999999999994,0.666666666666667,0.5613625758282781,0.4857142857142853,0.01831896551724138,0.20978566789348346,0.1216374222822422,0.41860465116279066,Muy Usada
0.09868421052631582,1,1.077818299999997,2,0.357017675629663,0.6618648507071765,0.17342799188640973,1.0,0.17857142857142838,0.46218487394957986,0.3202614379084968,0.6086956521739131,0.3550636749545179,0.48360655737704916,0.06696428571428571,0.17334415584415583,0.04540724373052665,0.7116564417177915,Muy Usada
0.33333333333333304,1,1.0915697999999985,1,0.43590386834579303,0.6354166666666667,0.25135135135135134,1.0,0.33333333333333304,0.45714285714285685,0.390625,0.666666666666667,0.3611759216052263,0.4857142857142853,0.01831896551724138,0.25174280147218014,0.150155687792559,0.1953488372093023,Muy Usada
0.09868421052631582,1,1.0981537999999986,2,0.8151820139201843,0.6320062860136197,0.19675456389452334,0.999930463806411,0.35714285714285676,0.4117647058823529,0.3202614379084968,0.6086956521739131,0.7707701637355974,0.47540983606557385,0.05803571428571429,0.19625,0.06002773259067286,0.2760736196319018,Muy Usada
0.33333333333333304,1,1.1119112999999992,1,0.19617680999448098,0.653409090909091,0.2918918918918919,1.0,0.4666666666666668,0.48571428571428577,0.390625,0.666666666666667,0.16425571628558097,0.5142857142857142,0.019396551724137928,0.29019268239878765,0.18393886385862662,0.5813953488372093,Muy Usada
0.09868421052631582,1,1.1184859999999972,2,0.9864803965750337,0.6333158721843897,0.1947261663286004,1.0,0.25,0.4117647058823529,0.31372549019607854,0.6086956521739131,0.9420861127956337,0.14754098360655743,0.05915178571428571,0.1942207792207792,0.05957500342742608,0.49079754601227,Muy Usada
0.33333333333333304,1,1.1322472999999995,1,0.7248507350358738,0.6619318181818183,0.28918918918918923,1.0,0.33333333333333304,0.48571428571428577,0.40625,0.666666666666667,0.6159589360709287,0.5142857142857142,0.020474137931034475,0.28781121454860364,0.17882020081831335,0.10232558139534886,Muy Usada
0.09868421052631582,1,1.138828499999999,2,0.3292774523058435,0.6291251964379256,0.1947261663286004,0.999930463806411,0.21428571428571397,0.40336134453781514,0.3071895424836602,0.6086956521739131,0.318677986658581,0.42622950819672134,0.06138392857142856,0.19456168831168832,0.05728472648394234,0.45398773006134974,Muy Usada
0.33333333333333304,1,1.1525789999999994,1,0.8916762831769606,0.7263257575757576,0.4135135135135135,0.9998438719750196,0.4666666666666668,0.6000000000000001,0.421875,0.7142857142857144,0.785347643490434,0.6285714285714286,0.02370689655172413,0.41385581294652524,0.29069955012801774,0.31162790697674414,Muy Usada
0.09868421052631582,1,1.1591614999999995,2,0.8598467778278504,0.641697223677318,0.18356997971602435,1.0,0.25,0.4285714285714285,0.3006535947712419,0.6086956521739131,0.8414190418435415,0.319672131147541,0.06361607142857144,0.18386363636363637,0.052517754706226175,0.4785276073619631,Muy Usada
0.33333333333333304,1,1.1729147999999974,1,0.23179970899603633,0.6988636363636365,0.3675675675675676,1.0,0.5333333333333332,0.5428571428571427,0.4375,0.7142857142857144,0.20111992533831077,0.5714285714285712,0.022629310344827583,0.36735224074475,0.24784902810482376,0.48372093023255813,Muy Usada
0.09868421052631582,1,1.1794955999999992,2,0.22768013619748634,0.5783132530120483,0.15720081135902636,1.0,0.1071428571428572,0.32773109243697485,0.29411764705882354,0.6086956521739131,0.20466949666464523,0.360655737704918,0.04910714285714286,0.1565909090909091,0.03643255384734037,0.2331288343558282,Muy Usada
