P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,ENER,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta,P_MARSE,Etapa
0.666666666666667,1,0.002397099999996044,1,0.3346827244206052,0.7726604605585498,0.3964912280701754,0.9999999999999999,0.4666666666666668,0.7088607594936709,0.01219512195121951,0.038461538461538325,0.2401231400718317,0.776470588235294,0.10416666666666669,0.39713707343666044,0.13535611148772747,0.41358024691358036,H2,0.15417950214142775,Agujereado
0.30612244897959173,1,0.02033649999999909,2,0.7866518471472425,0.7753925024030759,0.5726556907659269,1.0,0.7619047619047619,0.7244094488188976,0.10798122065727697,0.3333333333333335,0.7083007047768207,0.7426470588235294,0.09474768280123584,0.5727059902035149,0.2759945803529208,0.11419753086419748,H2,0.5658467546444929,Agujereado
0.33333333333333304,1,0.022733500000001072,1,0.4697399048679284,0.8564429201371876,0.4771929824561403,0.9998990103009492,0.5,0.8101265822784809,0.04878048780487805,0.1923076923076923,0.41405849153412,0.8352941176470587,0.13958333333333334,0.4786020079369481,0.1870531248040185,0.2448559670781893,H2,0.1945507311396198,Agujereado
0.30612244897959173,1,0.04067200000000071,2,0.9659151053244416,0.843639859019545,0.7974230493915533,1.0,0.8095238095238093,0.811023622047244,0.20187793427230047,0.5,0.9369616288175412,0.9191176470588235,0.1050463439752832,0.7972713560878162,0.48488374656328226,0.02777777777777779,H2,0.7941953627544246,Agujereado
0.666666666666667,1,0.04306629999999956,1,0.9445400263131263,0.9480646741793238,0.8736842105263157,0.9999999999999999,0.6999999999999997,0.9240506329113922,0.09756097560975607,0.34615384615384603,0.9307337095946638,0.9647058823529413,0.16041666666666668,0.8741607683028567,0.6132631333749438,0.14197530864197533,H2,0.39275421272139,Agujereado
0.30612244897959173,1,0.06100800000000106,2,0.9459616809569175,0.8663889778917013,1.0000000000000002,1.0,0.8333333333333335,0.8346456692913384,0.30516431924882625,0.625,0.9537979639780736,0.8235294117647058,0.11019567456230689,0.9999999999999999,0.7576670137136546,0.11728395061728392,H2,0.9999999999999999,Agujereado
0.33333333333333304,1,0.06340699999999799,1,0.2969841109199474,0.9652131308182264,0.9263157894736841,0.9999495051504746,0.833333333333333,0.9493670886075949,0.14634146341463414,0.4615384615384617,0.2981015905592611,0.9647058823529413,0.16458333333333333,0.9253144720158984,0.6947914457986043,0.11316872427983543,H2,0.4190908445719655,Agujereado
0.30612244897959173,1,0.08135459999999739,2,0.5146078120038107,0.8804870233899391,0.9348604151753758,1.0,0.8571428571428572,0.8503937007874016,0.3755868544600939,0.6666666666666665,0.5250587314017228,0.8602941176470588,0.11225540679711637,0.9350741325204665,0.6555633782722242,0.10185185185185186,H2,0.9338225371401153,Agujereado
0.33333333333333304,1,0.08374030000000232,1,0.7959720676044935,0.9539441450269476,0.9964912280701753,0.9999999999999999,0.7333333333333334,0.9367088607594936,0.19512195121951217,0.5,0.793740379681888,0.9294117647058824,0.1625,0.9963581700532883,0.8043917778846241,0.3209876543209877,H2,0.4541521161794685,Agujereado
0.10204081632653073,1,0.10169030000000134,2,0.9985709749126707,0.8606215956424222,0.8940586972083036,1.0,0.8809523809523809,0.826771653543307,0.4319248826291079,0.7083333333333335,1.0,0.801470588235294,0.10916580844490217,0.8940586736221552,0.6156175910278696,0.061728395061728336,H2,0.8923707197443634,Agujereado
0.33333333333333304,1,0.10407599999999917,1,0.7697095435684648,0.9549240568348848,0.894736842105263,0.9999999999999999,0.6666666666666665,0.9367088607594936,0.2317073170731707,0.5384615384615383,0.7665469471523858,0.9411764705882353,0.1625,0.8953394101468105,0.6422310685584421,0.2551440329218107,H2,0.40327956759991773,Agujereado
0.10204081632653073,1,0.12202580000000296,2,0.13157616174446915,0.8824094841396988,0.9642090193271295,1.0,0.7857142857142856,0.8582677165354331,0.49295774647887314,0.75,0.13351605324980423,0.8602941176470588,0.11122554067971163,0.9642317702009698,0.6952816565364701,0.03703703703703698,H2,0.9636387566703931,Agujereado
0.666666666666667,1,0.12441179999999719,1,0.26146139054751544,0.9563939245467907,1.0,0.9999999999999999,0.7666666666666666,0.9367088607594936,0.25609756097560976,0.5769230769230771,0.25602873268342735,0.9529411764705882,0.15833333333333335,0.9999999999999999,0.8020026698282531,0.09465020576131689,H2,0.4559063419925565,Agujereado
0.30612244897959173,1,0.14236580000000032,2,0.752937440457288,0.9208586991348926,0.9470293486041518,1.0,0.7857142857142856,0.905511811023622,0.5492957746478873,0.7916666666666665,0.8073610023492561,0.8970588235294118,0.11946446961894955,0.9469319537382743,0.6787573200864673,0.287037037037037,H2,0.9461853598721818,Agujereado
0.0,1,0.14474709999999646,1,0.37344398340248963,0.9603135717785399,0.9719298245614034,0.9998990103009492,0.7333333333333334,0.9493670886075949,0.29268292682926833,0.6153846153846154,0.3745510518214469,0.9529411764705882,0.16458333333333333,0.9708653604263069,0.7371981137991896,0.16255144032921814,H2,0.4419213078426922,Agujereado
0.30612244897959173,1,0.16270899999999955,2,0.6587805652588123,0.8987504005126562,0.9577666428060129,1.0,0.8095238095238093,0.8740157480314961,0.5962441314553989,0.8333333333333335,0.6934220830070478,0.8676470588235293,0.11637487126673532,0.9578044873959551,0.6880971624277732,0.05555555555555558,H2,0.9570937328710638,Agujereado
1.0,1,0.1650824999999969,1,0.771480619370509,0.9637432631063204,0.8666666666666666,0.9998990103009492,0.7333333333333334,0.9493670886075949,0.3170731707317074,0.6538461538461537,0.7721908671113391,0.9647058823529413,0.1625,0.8663168268791701,0.6138604103890365,0.33539094650205764,H2,0.3892892702462938,Agujereado
0.30612244897959173,1,0.18304429999999883,2,0.29829575526622204,0.8785645626401795,0.9606299212598426,1.0,0.7857142857142856,0.8503937007874016,0.6384976525821595,0.8333333333333335,0.29718089271730613,0.8676470588235293,0.10813594232749743,0.9603937314493122,0.6870075141546209,0.1635802469135802,H2,0.9600026323374323,Agujereado
0.33333333333333304,1,0.18542329999999652,1,0.039773302297338324,0.9617834394904459,0.9578947368421051,0.9999999999999999,0.7999999999999998,0.9493670886075949,0.3414634146341463,0.6538461538461537,0.038481272447408926,0.9529411764705882,0.15833333333333335,0.9555136464970918,0.7491436540810447,0.1049382716049383,H2,0.434855632235501,Agujereado
0.10204081632653073,1,0.20337949999999694,2,0.6823330157722028,0.9016340916372957,0.9921259842519685,1.0,0.8809523809523809,0.8818897637795275,0.6854460093896713,0.875,0.7110415035238842,0.8897058823529412,0.11431513903192586,0.9924041203213462,0.7461478748260439,0.13888888888888884,H2,0.9920005264674866,Agujereado
0.10204081632653073,1,0.22371429999999748,2,0.17899862390176777,0.9532201217558475,0.9076592698639943,1.0,0.7857142857142856,0.9448818897637794,0.7230046948356806,0.875,0.19498825371965545,0.948529411764706,0.121524201853759,0.9077954153034611,0.6158211516942828,0.15123456790123457,H2,0.906187992209614,Agujereado
0.33333333333333304,1,0.226093800000001,1,0.06588401983604898,0.9759921607055365,0.9333333333333332,0.9999999999999999,0.7999999999999998,0.9620253164556962,0.3780487804878049,0.6923076923076921,0.06721395587480758,0.9764705882352942,0.16875,0.9319257940730057,0.6962846383338361,0.1193415637860083,H2,0.4225760515438853,Agujereado
0.10204081632653073,1,0.2440497999999991,2,0.8729755477929502,0.9737263697532842,0.9062276306370795,1.0,0.7857142857142856,0.9685039370078741,0.7558685446009388,0.875,0.9878621769772905,0.9558823529411765,0.12770339855818744,0.906145631481853,0.61809624149537,0.18209876543209869,H2,0.9047335424764297,Agujereado
0.33333333333333304,1,0.2464365000000015,1,0.5248456633943933,0.9838314551690348,0.8491228070175438,0.9999999999999999,0.6999999999999997,0.9746835443037973,0.4024390243902438,0.7307692307692308,0.5413032324268855,0.9764705882352942,0.16875,0.849116183900086,0.5875802217689554,0.18312757201646096,H2,0.3804746320297743,Agujereado
0.10204081632653073,1,0.2643849999999972,2,0.4521011961469249,0.9487343800064082,0.898353614889048,1.0,0.8333333333333335,0.9370078740157479,0.788732394366197,0.9166666666666665,0.4980422866092404,0.9338235294117646,0.12358393408856849,0.8981143921836083,0.6048767723353679,0.095679012345679,H2,0.8967340689439163,Agujereado
