SNE1,SNE2,SNE3,Herramienta
7.6088243,2.9492295,11.774132,H2
7.536293,2.7556217,12.064359,H2
8.438665,2.6314867,13.449246,H2
7.4127703,2.7102191,12.7043495,H2
7.6872053,2.7643363,12.652343,H2
5.5776253,-7.8563876,12.63725,H2
4.454632,1.9017903,11.985333,H2
14.881098,5.598457,2.7460358,H2
5.829979,-7.8548193,12.957045,H2
8.510016,1.8651576,13.768548,H2
8.003685,3.7073207,12.795843,H2
5.836639,-7.861493,13.051135,H2
6.841703,2.026779,13.345388,H2
7.7970676,3.195032,12.680957,H2
6.953964,1.9875089,12.741177,H2
5.837379,2.1870756,12.350284,H2
6.448591,2.2281187,12.508505,H2
4.098628,1.6619034,11.65199,H2
3.6681583,1.3268692,11.377721,H2
14.16061,3.4117482,-0.5745847,H2
12.460443,5.182868,1.661072,H2
5.052909,0.3825514,11.354593,H2
7.125385,0.9621379,12.138224,H2
12.4075775,5.151647,2.0391624,H2
4.4172907,1.5558774,11.794902,H2
5.137933,0.5235707,11.080178,H2
3.990574,1.5134513,11.12333,H2
6.7847614,0.9712968,11.951702,H2
4.4943933,0.13914551,11.1304865,H2
3.4740796,0.7751961,11.307966,H2
4.228291,0.48826307,11.246295,H2
5.038347,-0.1161824,11.3130245,H2
4.183465,-0.4091188,11.742627,H2
4.254648,-0.93138963,11.480216,H2
2.392293,0.42006046,11.0770035,H2
2.186758,-0.37497985,12.282974,H2
3.3565855,0.1439847,12.098916,H2
3.5225961,-0.38871765,11.825259,H2
15.181642,-4.857519,12.552715,H2
18.512993,-1.3065931,4.5486503,H2
-16.886715,12.146465,-2.7722056,H2
18.47194,-1.4115478,4.5981636,H2
15.097366,-4.5129604,13.041687,H2
-16.142057,11.175593,-1.301013,H2
15.301487,-2.827183,14.76211,H2
18.530807,-0.8500526,4.3964257,H2
14.987796,-4.1916227,13.485131,H2
-16.538841,11.986893,-2.5557427,H2
14.876225,-4.219172,15.663707,H2
14.752438,-3.1766167,14.2374525,H2
14.907933,-3.6326947,14.459022,H2
-15.045308,14.133045,4.1376333,H2
14.820616,-3.7974117,14.614883,H2
14.654686,-3.4001164,14.416748,H2
-22.821665,14.488812,-1.5067605,H2
14.939426,-2.7977123,14.834638,H2
14.506801,-3.3416016,17.010277,H2
14.769427,-3.057765,16.019644,H2
-14.866205,13.950223,2.7368782,H2
14.64233,-4.0859804,15.745431,H2
18.252718,0.82745486,4.013255,H2
-14.657766,14.210506,4.477719,H2
14.017684,-3.1668563,14.335868,H2
18.361761,0.88924885,4.0921745,H2
14.4220495,-2.3587537,16.182766,H2
9.008016,-6.2255664,9.75588,H2
13.0549555,-4.4313235,17.491735,H2
13.067635,-4.4195414,17.48196,H2
9.459581,-7.7512193,8.4341345,H2
13.045412,-4.2298527,17.21816,H2
9.60349,-7.3667564,8.203888,H2
9.299958,-7.3359103,8.311658,H2
17.510525,1.3106041,3.5378888,H2
-14.292831,14.08425,4.5989103,H2
12.588671,-3.1346176,15.094568,H2
12.626306,-3.9862144,16.498285,H2
14.185458,-1.5825113,16.378914,H2
-12.458252,14.080384,-1.3419536,H2
18.235533,1.4723415,3.7597265,H2
13.187169,-2.3327882,16.399801,H2
13.557079,-1.8780392,16.52433,H2
13.083756,-2.5060906,16.780533,H2
12.947192,-1.8247784,15.999764,H2
-23.09295,14.371778,-0.15804918,H2
12.381232,-2.515321,16.002428,H2
12.467018,-4.5734196,17.444887,H2
12.229074,-2.6921854,15.7873745,H2
-11.777139,14.2175455,-0.980875,H2
12.478418,-1.86287,15.980164,H2
17.422089,1.5278244,3.460394,H2
-12.178042,14.6685295,0.090368606,H2
13.544386,-0.41134962,16.532612,H2
13.6486635,-0.23784149,16.614838,H2
-13.491892,14.14897,4.8788524,H2
12.805815,-1.2836806,16.421646,H2
18.139658,2.5401812,3.0591936,H2
13.151641,-0.7042698,16.763813,H2
-11.594968,14.089806,-0.9755503,H2
11.506267,-2.0869136,17.396086,H2
11.940943,-1.1749506,16.775578,H2
11.672622,-1.274828,16.20671,H2
12.757534,-0.19282345,16.600977,H2
12.559804,-0.8952666,16.958706,H2
-13.062561,15.227695,1.911712,H2
11.747308,-0.7461649,16.250605,H2
11.172218,-1.7573518,16.275497,H2
11.996657,-0.27041143,16.32978,H2
-9.886829,9.956357,-0.034425743,H2
18.229149,2.7854245,2.9610314,H2
10.787239,-1.8524103,16.520573,H2
10.739742,-2.4838793,17.479599,H2
-9.753927,6.372545,1.4515656,H2
10.980141,-1.3298429,16.337095,H2
17.810823,3.4770591,3.121971,H2
18.279814,3.1147397,3.5310335,H2
-9.841355,5.726042,1.1585526,H2
10.792115,-0.5275377,16.89917,H2
11.276726,-0.32525522,17.152622,H2
-0.1428979,-8.197453,10.138219,H2
17.813854,3.6995234,3.2434032,H2
-9.909958,5.2205253,0.8419889,H2
10.785476,-1.6052114,17.658163,H2
10.918635,-1.0735705,17.608274,H2
9.720582,-3.1364915,16.810898,H2
-1.5517621,-8.6259575,10.157782,H2
17.800306,3.6498287,2.6094015,H2
-0.6923877,-8.4836445,10.301235,H2
9.148739,-0.82391095,16.23555,H2
18.320288,3.639219,1.3231988,H2
18.06805,3.857608,3.9326086,H2
17.217234,4.2429895,2.5142558,H2
10.897391,-0.20685746,16.916187,H2
9.229942,-2.6274421,16.437536,H2
-9.969449,4.4481196,0.6189868,H2
9.347817,-2.4191477,16.622839,H2
9.458653,-2.4037747,16.660078,H2
17.90106,4.027312,1.2329507,H2
18.04293,4.0231137,2.0072253,H2
8.523743,-0.8691972,16.093054,H2
-10.062255,4.1794057,0.57298166,H2
7.6305256,-0.92904204,15.937433,H2
18.138342,3.8457332,1.2549976,H2
8.860289,-1.774414,16.295446,H2
16.25201,3.7028902,0.5306391,H2
17.543077,4.1319094,1.821195,H2
17.303545,4.300083,2.2145813,H2
7.383838,-1.1186748,15.687239,H2
16.931631,4.817924,1.1337095,H2
17.254578,3.7289777,0.22248517,H2
17.849474,4.183213,1.1208024,H2
7.913607,-0.4429202,16.707485,H2
3.9708464,-0.7006909,15.36629,H2
4.9014564,-0.8862015,15.334048,H2
17.43563,4.698724,0.61256105,H2
17.04513,3.8335946,-0.024515457,H2
5.16513,-0.9967403,15.557048,H2
16.614939,4.0618114,-0.0123130325,H2
5.5521445,-1.5684459,15.115712,H2
17.047533,4.9219813,0.39920622,H2
5.9975514,-2.2874866,15.190635,H2
4.3421936,-1.1114146,15.293707,H2
17.046091,5.601648,-1.6948311,H2
5.868312,-1.9642477,14.370742,H2
4.584868,-1.3519647,15.160222,H2
4.434434,-1.4010085,15.02317,H2
6.014598,-1.9971758,14.282314,H2
5.5361176,-1.6227007,15.02185,H2
4.734423,-1.3633903,15.184431,H2
16.29904,5.820954,-1.197951,H2
3.3016813,-1.7393861,14.097986,H2
16.36387,5.859974,-1.3970574,H2
16.858675,5.732831,-1.7873378,H2
16.992727,5.6763315,-1.8157169,H2
16.659073,5.7726707,-1.6167858,H2
3.2204437,-1.723518,13.993995,H2
-17.739244,11.955849,-3.597359,H2
7.714708,-8.979404,-0.3612757,H2
7.163591,-10.246581,0.41287825,H2
-18.008574,12.226174,-2.9681098,H2
7.8268037,-0.85188717,-2.4160128,H2
7.772684,-0.7345742,-2.3065796,H2
7.9434295,-8.315635,0.41690993,H2
-15.092741,11.924045,1.5038815,H2
8.095908,-9.533626,1.2829314,H2
8.584582,-9.059768,1.3224989,H2
7.634287,-9.639327,1.5458726,H2
-16.501871,14.2484455,1.8218142,H2
7.84651,-8.01026,1.1670572,H2
8.135576,-7.5766764,1.9850695,H2
-16.205894,11.092882,-1.0745441,H2
7.771464,-0.50276613,-2.0926223,H2
6.8943768,-8.380795,0.70634717,H2
8.226045,-7.730618,1.3839658,H2
-14.639165,12.41278,2.347035,H2
7.77915,-0.3804177,-1.9839283,H2
7.268709,-8.016922,1.163293,H2
-21.948124,14.453222,-0.34986743,H2
7.799858,-0.3455174,-2.099166,H2
5.933372,-8.822028,1.9124479,H2
6.3618517,-7.3603764,0.118752085,H2
-14.327105,12.306584,2.4354162,H2
6.646543,-8.130895,1.6468084,H2
6.8229275,-8.051615,1.8677981,H2
6.3291483,-7.5272956,1.074792,H2
-21.93872,14.78252,-0.38623247,H2
6.852503,-9.445916,2.409039,H2
6.705616,-7.7127924,1.7926617,H2
-14.228786,13.380241,4.9236,H2
7.5372205,-7.398847,1.9792856,H2
8.191842,0.31234446,-0.9320252,H2
7.582504,-6.7688065,3.484516,H2
-12.546755,12.617761,3.3548503,H2
6.2713003,-7.637085,2.0258272,H2
8.71101,0.88240266,-0.13101663,H2
7.624525,0.4643351,-1.2595118,H2
-14.024067,13.342829,4.993751,H2
7.009308,-8.112805,4.608853,H2
6.435755,-7.2587075,2.967024,H2
-22.558771,14.436806,0.13333014,H2
7.581459,0.710436,-1.0250086,H2
6.5254326,-8.513684,3.6736336,H2
5.469741,-7.405249,2.332797,H2
-13.153628,12.573159,2.752939,H2
6.483748,-6.7342434,3.1271563,H2
8.413882,1.0425742,-0.11385077,H2
8.717021,1.1334622,-0.25737754,H2
-13.252013,14.062081,1.7786399,H2
6.938534,-8.078038,4.631796,H2
5.97206,-6.574136,3.7843866,H2
-13.44719,13.321897,4.7239194,H2
6.0119247,-6.569829,3.9023964,H2
5.658089,-6.76637,3.2333565,H2
7.566754,1.0726368,-0.8161464,H2
-13.025535,12.824199,2.6022515,H2
7.423274,1.1910686,-0.8408485,H2
9.025497,1.7100819,0.5105792,H2
5.417619,-6.1579556,4.01275,H2
-22.854408,14.540455,0.8484141,H2
9.200717,1.8817428,0.73349047,H2
4.533254,-5.592241,4.358295,H2
-12.878134,12.825918,4.2178574,H2
8.977992,1.7721851,0.52721643,H2
9.394328,2.0072951,0.9145813,H2
8.97614,1.8355742,0.5701704,H2
-23.4339,8.675532,1.3986244,H2
5.7001176,-6.0290875,4.408044,H2
5.324132,-5.8944464,4.4990335,H2
-22.727623,6.0633125,-1.5757252,H2
7.817327,9.163408,-1.3156817,H2
7.694526,9.145457,-1.6948949,H2
8.44994,9.879257,0.36732054,H2
-20.859308,-0.4904653,-2.3682745,H2
9.253843,8.945389,-1.0867921,H2
8.546569,9.749077,0.3572656,H2
8.567423,9.247162,-0.892502,H2
-11.683497,5.8306074,-1.6440854,H2
9.256106,9.117194,-0.28264785,H2
7.8679137,8.686424,-1.0957332,H2
-22.108173,0.17249346,-2.5954695,H2
10.91299,8.692573,0.8394097,H2
8.349789,8.951658,-0.09084232,H2
11.128995,8.884934,1.3883677,H2
-20.536215,-0.21618642,-2.0012627,H2
8.960099,8.538558,-0.0480168,H2
9.894793,7.883973,-0.91914064,H2
-11.706348,5.4622054,-1.4433692,H2
8.654009,8.294323,-0.29107332,H2
10.7201,8.568701,0.5835648,H2
10.700807,7.8484287,-0.17771134,H2
-19.774738,-0.87072027,-3.361522,H2
7.775487,7.7081904,-2.0412273,H2
9.5738325,7.9899282,-0.30725044,H2
10.205253,8.391716,1.1626127,H2
-11.48641,4.848741,-0.8516467,H2
8.34768,8.020506,-1.009137,H2
10.421132,6.941907,-0.25171915,H2
-10.5614805,4.383378,0.38573796,H2
9.776026,7.9814243,-0.34069386,H2
11.398144,6.540763,-1.0984488,H2
9.318253,8.407753,-0.49516004,H2
-19.09043,-1.1768781,-3.5221002,H2
8.342098,7.0585833,-2.344412,H2
8.457581,7.211858,-2.0695326,H2
9.519234,6.6977735,-1.7836972,H2
-17.447805,-1.4250604,-3.4176145,H2
9.897555,7.436211,-1.1734265,H2
10.489585,7.4199643,-0.760446,H2
-17.09973,-1.3728608,-3.2671022,H2
10.232816,7.6420097,-0.7358022,H2
10.725824,5.9315658,-1.4093876,H2
10.501939,6.0533724,-1.4647143,H2
-10.228404,-0.57630897,-2.1402996,H2
11.018975,5.8373303,-1.4089655,H2
8.690653,6.4194922,-2.690326,H2
-17.789421,-1.5117333,-3.8137007,H2
9.08258,6.47349,-2.0983064,H2
10.518416,5.985153,-1.5379355,H2
10.071395,7.217839,-1.2376977,H2
-18.305355,-1.6438065,-4.49187,H2
9.606002,6.223596,-2.0351768,H2
8.544941,7.2347026,-2.1141994,H2
9.290449,5.6470056,-2.4630475,H2
-10.854956,-1.007208,-3.5354717,H2
8.494472,5.5924497,-3.122578,H2
8.685915,5.6244974,-3.3943355,H2
-18.159784,-1.7741241,-4.507289,H2
8.453116,5.832163,-3.524632,H2
8.574503,6.026007,-1.9902142,H2
-0.7791068,-5.6469135,4.400347,H2
-18.180946,-1.8097811,-4.778802,H2
8.460262,6.134102,-3.0469215,H2
11.612899,6.2653255,-1.3261843,H2
13.305468,3.5846748,-1.8800576,H2
-10.893458,-0.98012024,-3.5594785,H2
11.944767,6.6199207,-1.1554372,H2
-11.279293,11.657346,-4.147053,H2
-21.294933,-0.5542814,-2.6227503,H2
-21.56012,-0.16644971,-2.6830597,H2
-9.984609,5.423781,0.6107404,H2
-20.892204,-0.6918693,-3.337901,H2
-9.159288,6.3184743,-2.5913827,H2
-21.594572,0.5928222,-3.8483891,H2
-10.595973,0.33924285,-1.7343447,H2
-16.976864,-1.3764054,-3.347323,H2
-10.57797,-0.07601023,-1.9383899,H2
13.40653,-10.419221,7.670727,H2
12.581056,-10.609478,7.0638466,H2
13.465751,-8.992042,7.2260933,H2
5.209041,-4.963652,-13.063238,H2
13.82866,-8.425527,6.8528423,H2
13.4183035,-8.788248,7.13594,H2
4.8482375,-5.1822476,-12.944768,H2
11.568708,-10.022359,7.0491734,H2
11.961437,-11.424478,7.766278,H2
4.763086,-5.165066,-12.981023,H2
11.245633,-9.856919,7.346991,H2
11.489667,-10.937898,8.334444,H2
11.226382,-10.9414015,7.92524,H2
10.245,-11.6045065,6.9820514,H2
11.124819,-11.028335,9.016095,H2
10.756822,-9.888447,8.728583,H2
10.44098,-11.180641,10.091093,H2
10.682647,-11.150011,10.428984,H2
10.524603,-11.028538,9.950034,H2
10.155193,-11.293532,9.900836,H2
10.121456,-11.333776,10.568319,H2
10.321672,-11.201819,11.318086,H2
9.652968,-11.138039,10.93932,H2
9.1381645,-11.243622,11.301174,H2
9.707868,-11.298259,10.298157,H2
8.608347,-11.367928,10.94956,H2
8.66074,-11.007331,10.73771,H2
3.7453842,-3.3964376,8.325925,H2
9.058519,-11.662386,10.549098,H2
8.142004,-11.376644,11.922189,H2
10.475804,-11.101837,12.070096,H2
4.7541294,-3.8441927,7.565766,H2
4.792478,-3.7823558,7.5288467,H2
8.037049,-11.390862,11.891282,H2
5.6463346,-2.5959659,7.0416627,H2
6.347633,-12.250369,8.717412,H2
8.466816,-12.040466,11.1063175,H2
5.018607,-11.14287,10.8462715,H2
6.707888,-11.139429,11.320371,H2
3.0744865,-2.7376733,8.592746,H2
3.21759,-2.5498576,8.6845875,H2
2.6644635,-1.978069,8.866059,H2
2.0512784,-1.2308129,9.218757,H2
3.0283635,-2.3511076,8.872157,H2
6.415355,-11.160166,11.618969,H2
6.3564386,-11.103854,11.307865,H2
6.215981,-11.099393,11.271387,H2
2.9433758,-2.4165716,8.970179,H2
4.9506474,-11.092742,10.991116,H2
2.740022,-2.1255538,9.576445,H2
4.3438554,-11.028768,10.937991,H2
3.5863037,-11.433368,9.488583,H2
2.621198,-1.8509728,10.279325,H2
2.716331,-2.04195,10.253227,H2
2.9183822,-2.375237,9.810574,H2
2.222728,-1.4617417,9.409295,H2
12.94645,-10.69595,7.1891956,H2
9.715248,1.6226794,-11.452139,H2
12.886179,-11.16784,8.210346,H2
10.58992,0.454262,-11.206612,H2
12.49785,-11.165793,8.105999,H2
6.411717,-6.100696,-12.742269,H2
9.999922,-11.81191,3.947944,H2
10.242401,0.31289056,-11.08731,H2
12.337452,-10.965927,7.9849744,H2
9.729719,1.7725255,-11.3716135,H2
9.880473,-11.841834,3.8835402,H2
6.590701,-6.066073,-12.72438,H2
10.1602,-11.849818,6.852346,H2
9.548152,0.001520709,-11.421861,H2
-12.892119,10.607704,-0.027180137,H2
10.01018,0.18045059,-11.460083,H2
10.319189,0.050742913,-11.418082,H2
9.623078,-11.95447,3.7614324,H2
9.397045,1.0835339,-11.548064,H2
9.580802,-11.969563,3.7704587,H2
9.839884,0.27058032,-12.750241,H2
9.485238,-12.007066,3.7755866,H2
8.986037,0.60015255,-12.336465,H2
9.041559,-12.297001,6.534118,H2
9.496753,0.02438661,-11.385629,H2
8.077245,-12.611872,5.966453,H2
9.1905155,0.41850388,-11.749659,H2
8.221536,-12.353762,5.952803,H2
9.189606,1.069557,-12.238225,H2
8.515937,-11.995555,7.503766,H2
9.652377,0.20816372,-12.1652355,H2
-8.924875,12.723836,-3.41887,H2
9.851243,0.8675905,-11.932618,H2
5.3012238,-8.277545,-11.491671,H2
7.9579296,-12.44518,6.6408076,H2
9.325681,-0.03683588,-12.1515875,H2
8.064306,-12.410034,6.8912225,H2
9.038377,-0.16929002,-11.928822,H2
7.82218,-12.197488,7.1243153,H2
8.166917,-12.136053,7.818146,H2
8.981219,0.11803714,-12.185909,H2
6.4198694,-13.040042,5.8072495,H2
8.432626,-11.971591,8.270933,H2
6.7178845,-13.330477,6.0475483,H2
6.2998896,-13.548458,5.5694866,H2
6.390617,-13.504473,6.0502563,H2
4.8951697,-13.084386,7.0252585,H2
5.4311786,-13.011235,6.8997903,H2
5.758637,-13.568853,6.835956,H2
5.3072486,-12.950386,6.8384304,H2
6.2938223,-12.444884,7.5588136,H2
7.0585217,-8.383094,-13.03163,H2
6.6348844,-12.9057255,6.9202323,H2
3.677045,-12.973167,5.946213,H2
6.1433506,-12.44619,8.116788,H2
3.2800114,-13.75228,6.656069,H2
3.2701309,-13.581219,6.5504546,H2
4.843918,-12.913977,7.8933926,H2
-8.484894,12.462983,-3.8966155,H2
3.864204,-12.90874,6.9986954,H2
3.9554179,-12.716432,7.1887217,H2
3.7823772,-12.462219,6.2928667,H2
3.866991,-12.842043,7.2802963,H2
4.3446646,-13.264213,8.020446,H2
3.2205007,-12.968144,7.9092355,H2
3.3015964,-12.230336,8.912625,H2
3.684317,-13.129277,7.8391566,H2
3.265886,-13.137588,7.716564,H2
2.7464323,-13.99299,7.913613,H2
3.348669,-13.292281,7.7976146,H2
3.482519,-12.367178,8.779406,H2
-16.840956,0.50656784,-12.737647,H2
8.917892,1.241838,-4.820691,H2
11.048634,-0.6755852,-3.3501642,H2
11.515527,-0.84856725,-3.4226286,H2
-17.354591,0.68555456,-12.866071,H2
11.784074,-1.0322529,-3.362277,H2
11.177204,-0.78678197,-3.2785008,H2
1.4577812,-13.302791,-10.697322,H2
11.631134,-0.868067,-3.455311,H2
-18.535715,1.55059,-13.008849,H2
11.542852,-0.70723224,-3.5916965,H2
10.87355,0.08766314,-4.149611,H2
3.3967915,-6.784728,-2.1221783,H2
-17.12633,0.56152374,-12.807592,H2
9.231374,0.6315942,-4.036209,H2
9.976752,0.8718857,-4.8598237,H2
10.283201,0.6922055,-4.7199917,H2
-18.452433,1.4215678,-12.905388,H2
10.350953,0.7180679,-4.674345,H2
10.702226,0.7878333,-4.185312,H2
-15.314364,-5.218189,-8.359534,H2
3.362399,-6.6098003,-2.0787325,H2
9.5655985,0.7746403,-4.555409,H2
9.11019,0.66659486,-4.1250887,H2
8.466852,2.5863678,-11.831357,H2
9.650545,1.0958462,-5.3937078,H2
1.0429503,-13.214424,-11.228836,H2
-19.044806,2.240418,-12.420814,H2
1.4884531,-13.320165,-10.502672,H2
4.1119676,-9.011268,-2.770642,H2
1.4277506,-13.383365,-10.430852,H2
4.530523,-8.221983,-2.6927702,H2
-17.016607,11.744252,-5.0264416,H2
4.383326,-8.453342,-2.82833,H2
4.4310565,-8.282294,-2.8840404,H2
9.01798,1.283073,-5.6047363,H2
-17.04207,-4.0386214,-8.754326,H2
3.7488062,-11.622379,-4.5802655,H2
-18.939365,1.7780426,-12.672317,H2
-18.496492,-4.381624,-7.6835313,H2
8.723192,1.1485505,-4.939034,H2
9.379952,1.2522811,-5.268118,H2
-16.118797,-5.106018,-7.8342977,H2
0.61643124,-13.312609,-11.351338,H2
-19.342985,2.3588395,-12.030829,H2
-16.785172,-4.300257,-8.749948,H2
-18.586386,-3.6861408,-7.065679,H2
8.499554,1.4440144,-5.776848,H2
-16.233377,-5.162391,-7.646037,H2
8.595085,1.4295115,-5.8295007,H2
-16.969912,-4.079423,-8.780857,H2
6.0433874,-13.703016,4.7306237,H2
-17.849009,-4.0279655,-7.1240196,H2
-17.92845,-3.4269793,-6.010313,H2
-17.665455,-4.0026016,-7.0648923,H2
-18.483974,-2.9630659,-5.9700313,H2
-18.817629,-2.862867,-6.024892,H2
-18.07826,-3.2754917,-6.0499196,H2
-18.422958,-2.8278656,-5.7862062,H2
-17.434164,3.9063497,-6.735201,H3
-19.452879,9.615704,-4.030772,H3
10.8955,-9.7860985,-4.463758,H3
10.905316,-9.770073,-4.444132,H3
-19.575338,11.173918,-3.1895137,H3
-16.00182,12.515963,-2.0430152,H3
-17.03977,5.8493447,2.0284965,H3
-15.147792,12.897799,-0.93191457,H3
-16.93577,6.234268,2.0003295,H3
-15.646438,13.022469,-1.5505556,H3
-16.571585,6.4317207,1.3311564,H3
-15.018102,12.743042,-0.57246536,H3
-19.41084,8.360457,-2.888203,H3
-15.470366,14.382733,-0.6678585,H3
-19.173803,8.064341,-3.7191362,H3
-15.411387,14.615518,-0.38803977,H3
-18.796604,5.8587127,-2.8851194,H3
-17.533693,9.912615,-0.7895096,H3
-19.30093,7.6188545,-3.226237,H3
-15.069597,14.655776,4.8537297,H3
-18.324448,6.3364463,-1.6672492,H3
-15.169885,14.7980795,-0.015909906,H3
-16.789778,4.498822,0.1375018,H3
-23.181496,12.819688,-1.701666,H3
-19.484648,5.272739,-3.5525885,H3
10.456723,-12.124929,10.977768,H3
-23.406607,13.290754,-1.079393,H3
-19.948736,5.7309403,-3.9006588,H3
-11.838927,13.955489,2.7672894,H3
-19.06087,4.9589934,-2.9636154,H3
-14.444696,15.004112,1.8566327,H3
-17.62115,4.3041883,-1.518159,H3
9.597039,-5.0771155,9.62928,H3
-13.566271,14.901243,1.326644,H3
-15.922838,3.7234511,0.3644279,H3
-12.610949,14.749068,-1.8153728,H3
-17.701569,4.3116536,-1.6400454,H3
-11.988935,14.71812,-0.7913637,H3
-20.134604,5.004395,-4.033444,H3
8.706093,-3.1049097,8.162798,H3
-13.350659,14.587008,4.6846576,H3
-14.826467,1.8256972,3.052868,H3
-11.607017,12.894292,3.6835303,H3
-19.914228,5.0057735,-3.8515375,H3
-12.227365,14.325708,2.0962996,H3
-18.565771,4.263747,-2.5321941,H3
-13.138496,14.56607,4.5667176,H3
-19.613216,4.9644866,-3.4481697,H3
-12.143737,14.219765,2.3507288,H3
-17.995502,4.480135,-1.8907262,H3
-12.276096,14.553986,1.9493648,H3
-15.833071,3.7480774,0.21967682,H3
-13.007491,15.692176,1.3668737,H3
-17.533804,4.7210584,-1.1611879,H3
-11.800777,13.918988,2.2524045,H3
-16.437592,4.796019,0.58607924,H3
-24.33791,12.216194,0.08064916,H3
-16.990782,4.750939,-0.2750316,H3
-24.296242,11.89776,-0.023837117,H3
-17.77883,5.750798,-1.0340936,H3
-10.239395,11.309749,1.4196162,H3
-16.590004,5.1501756,0.6152049,H3
-10.816634,10.3226385,3.1110222,H3
-16.750055,5.068313,2.0533175,H3
-10.279792,10.93609,1.649611,H3
-18.297018,6.5392356,-1.3631232,H3
-10.349445,9.607793,2.4749458,H3
-18.695753,6.536612,-2.147508,H3
-24.640255,11.411843,0.078945816,H3
-19.4527,7.828279,-2.9011416,H3
-24.726141,10.55841,0.5066019,H3
-15.517432,8.187386,3.0288315,H3
-10.127788,9.224921,2.1125717,H3
-16.2946,7.0033107,2.3174405,H3
-24.866558,11.178591,0.03466941,H3
-18.7478,12.190539,2.83569,H3
-10.0424385,10.098557,1.2832376,H3
-19.047363,12.322541,2.727299,H3
-10.0109005,10.959745,1.0226609,H3
-16.476606,9.306133,4.317169,H3
-7.7356234,5.3418207,1.2141281,H3
-7.662986,5.317918,1.1198077,H3
-15.7792845,8.619631,3.866209,H3
2.0554883,-0.070880726,5.5431056,H3
1.8175842,-0.24701147,5.4176383,H3
-16.37463,7.207565,3.5513499,H3
-7.664389,5.211664,1.1647283,H3
-0.97643566,-8.258693,7.7349257,H3
-15.166948,8.219687,3.9810526,H3
-1.0779346,-8.149637,7.928645,H3
-1.1390854,-8.047755,7.899511,H3
-20.655613,8.019263,-0.076909624,H3
-1.1731427,-7.9570875,7.9167705,H3
-1.06115,-8.538003,7.8423276,H3
12.85645,3.4429395,-2.7661905,H3
-16.531347,7.3065896,3.7281,H3
-1.0197504,-8.619933,7.6342225,H3
-21.689972,8.16437,-1.1560335,H3
-20.807833,7.5473685,-0.27245146,H3
-16.503403,7.013097,3.8881853,H3
-21.780293,7.9314733,-1.151315,H3
-16.701435,8.776248,-7.9217367,H3
-18.90012,11.244461,-4.769839,H3
-19.380718,13.461312,-1.6956973,H3
-16.972204,12.468038,1.0522465,H3
-15.947466,13.186464,3.9535005,H3
-17.548162,13.130995,0.6370502,H3
-19.791786,12.810924,-1.1888443,H3
-16.73273,11.95188,1.4953855,H3
-16.615738,11.70381,3.126479,H3
-19.02317,13.089934,-1.0288862,H3
-21.040953,14.076338,0.40718564,H3
-17.792551,13.458708,0.8135183,H3
-17.472147,14.111591,3.4317443,H3
-17.594624,10.929718,4.450509,H3
-20.068546,11.579257,-0.64651775,H3
-17.860395,12.642697,4.273295,H3
-21.60006,12.819592,-0.77594215,H3
-17.057907,14.251165,3.8790119,H3
-17.078613,12.014828,3.611596,H3
-20.185785,10.214299,2.3320494,H3
-18.413288,10.295317,1.9245262,H3
-22.183708,13.763752,1.3647363,H3
-21.713253,12.428596,-0.8091751,H3
-22.364544,13.737139,1.332286,H3
-17.503805,11.789021,5.126287,H3
-15.243643,11.920351,5.308858,H3
-13.831164,11.385306,5.713495,H3
-18.881943,10.1075945,1.6482602,H3
-14.416223,11.011972,5.8758607,H3
-21.76582,11.823788,-0.71376806,H3
-21.313059,12.337348,3.365197,H3
-14.864557,12.304286,5.562605,H3
-21.082314,12.281383,3.884016,H3
-15.758715,11.446973,5.3972106,H3
-23.1948,10.891231,0.31355983,H3
-16.95119,11.512388,5.597703,H3
-13.48886,10.1662445,5.430173,H3
-22.66477,12.970798,0.64439404,H3
-13.898537,7.351837,4.6744084,H3
-14.531428,11.196934,5.882043,H3
-12.125402,2.7158217,-0.53939474,H3
-13.27394,12.056597,6.032781,H3
-22.976059,13.303425,1.1304249,H3
1.4558811,-3.3452215,13.285031,H3
-10.976087,2.1780615,-0.58835596,H3
-22.720882,10.282212,1.825449,H3
-11.131113,2.1284814,-0.6602291,H3
-21.110907,12.090282,4.2903447,H3
-9.000634,-1.108113,-0.895373,H3
9.017624,1.9937444,12.257393,H3
-23.244438,12.3703,0.69445026,H3
-11.884482,0.13986728,-0.56325966,H3
-22.842054,9.971677,1.4805784,H3
-19.786757,1.0145309,-3.6252244,H3
-13.709377,11.054499,5.905866,H3
-11.726931,1.1879148,-0.55975217,H3
-23.234327,10.941504,0.40724945,H3
-11.860384,1.155149,-0.5618527,H3
10.379721,-0.6796699,9.084624,H3
-12.396107,9.994242,4.9685235,H3
-8.276687,-1.2310675,-0.90277785,H3
-20.752117,2.14366,-3.6642973,H3
-22.617115,9.235777,1.308972,H3
-19.374008,0.85797894,-3.725512,H3
-21.145159,9.148346,2.4776158,H3
1.9660072,-6.125244,11.693645,H3
-12.277407,3.6779869,-1.8582547,H3
-21.228025,8.375738,2.082839,H3
-8.9315195,-1.1322439,-1.0102547,H3
-9.537307,9.587663,-9.5141945,H3
1.6608756,-4.0227656,13.118371,H3
1.8003026,-5.9858007,12.392811,H3
1.7210447,-5.8086286,12.962714,H3
1.5889283,-5.842403,13.090005,H3
