CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12,CP13,CP14,CP15,CP16,Herramienta,Mecanizado,CH,Etapa
-0.6102414388603661,0.4785973707120838,-0.43473729640351094,-0.013178575170154852,0.11696453574374678,-0.08637902501247537,-0.1278788581704747,0.046598248699948434,-0.01016021121177859,0.19674829092411603,0.02438498225676934,-0.10469307961534446,0.001979683193527324,-0.0008673680271022825,0.0019577245716165094,0.0004104764587917198,H1,1,1,Agujereado
0.9910386176949406,0.8284228788113766,0.0901711267929803,-0.02414743016587352,0.3413150590211634,-0.22313651461660283,-0.19435502780302416,0.13888798162518873,-0.08224174061188928,-0.008201751552460793,-0.037300814937000965,0.026094497213198214,-0.03629354269557366,-0.016232519379775164,-0.03211141581044863,3.666646795719153e-05,H1,1,1,Agujereado
1.113662154943015,0.9621102990269929,0.14526885836975434,-0.03709387162922853,0.09906652482505822,-0.4586492325137069,0.07443502273141454,-0.18517379302248893,0.10521004437140682,0.03516134268254806,-0.014184387449687131,0.10357320145498047,-0.029900932177771795,0.09270095932141567,0.06604859793927469,0.0005164722064910643,H1,1,2,Agujereado
1.4156993043164328,0.7638254245266117,0.07301915497388675,0.052653531848525476,0.3095926872338835,-0.45486162622945053,-0.041303822096362346,0.07329997450671293,-0.009244216396404447,-0.07999251318457866,-0.027206730639640506,0.006820580788671017,-0.07562161002690415,-0.023269098119872586,-0.021040125978798653,-0.0007865342995422298,H1,1,1,Agujereado
1.5281230503613894,0.7690963252705713,0.017455987796897478,0.45341252699209617,-0.17619743651834918,-0.35397086870391736,0.07511342101461314,0.15820921554637435,-0.009944204453345323,-0.04232864924060126,0.00022979175879602156,0.0888462562494561,-0.016919692887085017,0.06082069750274106,0.09475951449894537,0.0001107737254598673,H1,1,2,Agujereado
1.8832912413824472,0.6516021070369499,-0.0699623417838992,0.43987104325138915,0.05740188965695745,-0.5208235392667391,0.03554751751320519,0.05512525248616736,0.09386718993474563,-0.11853034745127627,-0.0045872549157718445,0.025165539667416033,-0.020122472422177767,-0.013269342937761427,-0.008577637715245612,0.0002634130949274449,H1,1,1,Agujereado
1.5205524376730744,0.4244763468772399,-0.3164911351107083,0.5109276970870459,-0.5579317712905125,0.2594318294604944,-0.3393810604159935,0.10163512860196135,0.05180515309871936,-0.06961826683197929,-0.022340130117439787,0.07954988061729013,0.04413681809052328,0.05614541847066485,0.011228819845519877,0.00013983518935123396,H1,1,2,Agujereado
1.6973979608766974,0.23469680985959224,-0.46611036706331743,0.6280822395648213,-0.36617365043104055,0.296685242088804,-0.5121574798512002,0.09470273644092671,0.006080031204729928,-0.1209203476405197,0.012502384155971638,0.02349748620289821,0.05603397312764549,-0.008144968469252535,-0.0449796021806108,0.00029775883230220845,H1,1,1,Agujereado
1.5246716571955115,0.3912382289697852,-0.11552845531155585,0.617499121927135,-0.4218423187120631,0.13364989526947543,-0.19930022069116446,0.3213670291569453,-0.12946259343248298,-0.06985595930489977,-0.024328888450753344,0.05227232274618842,0.009765859991584885,0.041144363247744314,0.04620670232924094,-0.00023091317476153783,H1,1,2,Agujereado
1.9010360630547585,0.3176442595179431,-0.18942253745428497,0.507491337509514,-0.14180424832293184,-0.1783074734827943,-0.18948548050845726,0.035911791080737276,0.11485896974755175,-0.10594331716584124,0.00511586814650368,0.02936989842526619,0.002239846625614661,-0.005266535118547584,-0.024752050749670487,5.3090000795452674e-05,H1,1,1,Agujereado
