P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta
92,1,2.7585546999999977,2,57,16,253,54,63,0.006,39,6,51,105,50142.0,1724.0,401,Nueva
92,1,2.7592519999999965,2,314,59,953,62,62,0.006,39,24,54,76,227988.0,10263.0,334,Nueva
131,1,2.761010200000001,1,27,56,783,63,72,0.032,53,4,68,148,199318.0,10302.0,266,Nueva
92,1,2.7611117000000007,2,22,16,205,57,78,0.006,39,3,71,136,47855.0,1859.0,397,Nueva
97,1,2.762288699999999,1,14,31,456,60,68,0.032,53,2,65,142,89213.0,3411.0,239,Nueva
92,1,2.7623922000000007,2,54,4,54,51,74,0.006,39,4,0,74,10279.0,483.553,475,Nueva
92,1,2.7635755000000017,1,24,25,374,57,67,0.032,53,3,63,125,78721.0,3048.0,425,Nueva
92,1,2.763695200000001,2,15,8,129,53,62,0.006,39,2,53,133,23394.0,784.868,459,Nueva
131,1,2.764589000000001,1,23,2,24,50,83,0.032,53,2,0,86,2958.0,189.187,312,Nueva
92,1,2.764944700000001,2,24,10,159,54,63,0.006,39,3,51,125,29982.0,1042.0,418,Nueva
131,1,2.765052500000003,1,9,44,938,60,47,0.032,53,2,45,222,147224.0,4817.0,304,Nueva
102,1,2.7656682000000004,2,194,13,343,56,38,0.006,39,9,26,46,51545.0,1568.0,399,Nueva
131,1,2.7667094999999975,1,0,302,3786,69,80,0.032,53,1,79,1000,1113000.0,62923.0,309,Nueva
92,1,2.766721199999999,2,166,91,1012,66,90,0.006,39,14,91,84,403302.0,28950.0,261,Nueva
92,1,2.7681690000000003,2,76,30,459,61,65,0.006,39,7,60,92,105195.0,4471.0,343,Nueva
87,1,2.7690587999999963,2,0,1,0,60,0,0.006,39,1,0,1000,396.5,137.42,501,Nueva
92,1,2.769514700000002,2,102,26,358,59,73,0.008,41,7,74,68,92720.0,4143.0,404,Nueva
92,1,2.7712379999999968,1,9,52,895,62,58,0.032,53,2,56,222,188917.0,8124.0,396,Nueva
92,1,2.7713329999999985,2,25,19,254,55,75,0.008,41,3,70,120,54077.0,1820.0,406,Nueva
131,1,2.7725632000000004,1,2021,328,3647,66,90,0.032,53,176,93,87,1387000.0,98201.0,323,Nueva
92,1,2.7726109999999977,2,54,16,268,56,60,0.008,41,6,46,111,57096.0,2079.0,384,Nueva
92,1,2.773329199999999,2,1351,232,2992,67,78,0.008,41,107,76,79,1083000.0,79000.0,245,Nueva
131,1,2.7766420000000025,1,540,125,1563,66,80,0.032,53,46,77,85,460611.0,27770.0,319,Nueva
102,1,2.7769724999999994,2,331,56,579,63,97,0.008,41,33,92,99,211731.0,13318.0,353,Nueva
92,1,2.7780172000000007,2,0,1,21,50,48,0.008,41,1,0,1000,3050.0,197.394,520,Nueva
97,1,2.7788855000000012,1,1313,105,1899,63,55,0.032,53,60,76,45,368928.0,16095.0,252,Nueva
92,1,2.7789985,2,25,16,198,56,81,0.008,41,3,75,120,45933.0,1757.0,407,Nueva
92,1,2.779977500000001,2,48,4,115,54,35,0.008,41,3,15,62,14122.0,480.394,455,Nueva
87,1,2.7805244999999985,2,0,1,0,51,0,0.008,41,1,0,1000,244.0,116.014,482,Nueva
92,1,2.781055799999997,2,306,69,804,65,86,0.008,42,30,78,98,279533.0,17415.0,294,Nueva
131,1,2.7812872000000013,1,1458,239,2543,66,94,0.032,53,135,95,92,876814.0,53665.0,313,Nueva
92,1,2.782294499999999,2,91,127,1506,65,84,0.008,42,9,83,98,536495.0,34677.0,279,Nueva
92,1,2.784255999999999,2,119,11,217,54,51,0.008,42,5,61,42,35380.0,1112.0,445,Nueva
131,1,2.784567799999998,1,0,50,597,60,84,0.032,53,1,82,1000,181262.0,8985.0,321,Nueva
92,1,2.7849055000000007,2,0,29,321,64,90,0.008,42,1,87,1000,113094.0,6169.0,327,Nueva
131,1,2.7856021999999996,1,15,20,290,56,69,0.032,53,2,65,133,61702.0,2235.0,314,Nueva
92,1,2.7865614999999977,1,22,34,498,60,68,0.032,53,3,65,136,106842.0,4359.0,405,Nueva
92,1,2.786678000000002,2,0,1,1,51,1000,0.008,42,1,0,1000,427.0,165.61,500,Nueva
97,1,2.7876541999999986,1,9,1,10,50,100,0.032,53,1,0,111,1494.0,121.575,310,Nueva
92,1,2.7879475000000014,2,25,14,354,54,40,0.008,42,3,33,120,53558.0,1526.0,418,Nueva
102,2,0.0,1,5260,308,5572,61,55,0.002,35,288,64,54,1118000.0,42213.0,420,Nueva
87,2,0.00029250000000047294,2,0,3,74,52,41,0.0,25,1,27,1000,10767.0,467.773,662,Nueva
102,2,0.0008218000000042025,2,15670,1831,19999,76,92,0.012,44,1380,104,88,12448000.0,1626000.0,341,Nueva
87,2,0.006015800000000127,1,19261,1849,20000,74,92,0.018,48,1779,94,92,14951000.0,2123000.0,289,Nueva
102,2,0.021158499999998526,2,15971,2087,20000,81,104,0.03,52,1660,106,103,26667000.0,6488000.0,193,Nueva
87,2,0.026360300000000336,1,6816,1998,20000,78,100,0.038,54,672,100,98,25897000.0,5698000.0,222,Nueva
102,2,0.04149929999999813,2,8340,2175,20000,80,109,0.054,57,890,110,106,36799000.0,10913000.0,180,Nueva
92,2,0.04670980000000213,1,14752,2103,19999,76,105,0.052,57,1542,106,104,28986000.0,6711000.0,196,Nueva
92,2,0.06183430000000101,2,14870,2220,19999,80,111,0.07,60,1649,111,110,35092000.0,10152000.0,213,Nueva
92,2,0.06704200000000071,1,552,2097,20000,78,105,0.062,59,60,104,108,28070000.0,6526000.0,204,Nueva
102,2,0.08217880000000122,2,16269,2239,20000,82,112,0.084,61,1835,108,112,34724000.0,10340000.0,170,Nueva
92,2,0.08737729999999999,1,0,2083,20000,77,104,0.072,60,1,104,1000,29055000.0,6900000.0,196,Nueva
102,2,0.10251530000000031,2,9479,2224,20000,80,111,0.096,62,1053,111,111,35080000.0,10279000.0,216,Nueva
92,2,0.10772080000000273,1,1823,2099,20000,80,105,0.08,61,188,105,103,27931000.0,6441000.0,212,Nueva
92,2,0.12285030000000319,2,12815,2250,20000,80,113,0.106,63,1435,113,111,35506000.0,10459000.0,181,Nueva
92,2,0.1280569999999983,1,1082,2100,20000,79,105,0.088,62,113,105,104,28554000.0,6708000.0,268,Nueva
102,2,0.14319249999999784,2,9763,2268,19999,84,113,0.114,64,1125,111,115,35665000.0,10676000.0,199,Nueva
92,2,0.14839179999999885,1,3780,2123,20000,78,106,0.096,62,404,105,106,30641000.0,7698000.0,212,Nueva
92,2,0.16352830000000296,2,9325,2248,20000,82,112,0.128,65,1057,111,113,35313000.0,10381000.0,205,Nueva
92,2,0.16872330000000346,1,3347,2118,20000,80,106,0.104,63,342,106,102,29507000.0,7045000.0,215,Nueva
92,2,0.1838643000000033,2,3727,2267,20000,82,113,0.136,65,431,112,115,36158000.0,10861000.0,331,Nueva
92,2,0.1890552999999997,1,9349,2148,20000,78,107,0.11,63,1016,106,108,27030000.0,5946000.0,230,Nueva
102,2,0.2041967999999983,2,4561,2298,20000,81,115,0.142,66,524,114,114,33633000.0,9195000.0,210,Nueva
92,2,0.2093878000000018,1,0,2201,19999,78,110,0.114,64,1,110,1000,26189000.0,5637000.0,236,Nueva
92,2,0.22453149999999766,2,0,2342,20000,82,117,0.146,66,1,117,1000,30570000.0,7649000.0,178,Nueva
92,2,0.22972279999999756,1,16786,2218,20000,76,111,0.118,64,1863,110,110,23920000.0,4730000.0,222,Nueva
102,2,0.24486530000000073,2,16400,2334,19999,80,117,0.152,66,1923,114,117,31358000.0,7963000.0,175,Nueva
87,2,0.2500569999999982,1,394,2182,20000,77,109,0.122,64,40,109,101,25093000.0,5169000.0,246,Nueva
102,2,0.2652003000000036,2,12130,2347,20000,78,117,0.156,66,1426,117,117,28591000.0,6679000.0,219,Nueva
97,2,0.2703895000000003,1,1844,2222,20000,76,111,0.126,65,202,111,109,22066000.0,3976000.0,207,Nueva
92,2,0.2855368000000027,2,11851,2392,20000,78,120,0.16,67,1436,117,121,25824000.0,5441000.0,217,Nueva
92,2,0.29072229999999877,1,7705,2242,20000,76,112,0.128,65,867,111,112,22508000.0,4211000.0,225,Nueva
92,2,0.3058690000000013,2,0,2479,20000,81,124,0.164,67,1,123,1000,25332000.0,5237000.0,210,Nueva
87,2,0.31105730000000165,1,965,2302,20000,74,115,0.132,65,102,115,105,19875000.0,3210000.0,280,Nueva
102,2,0.32620500000000163,2,13374,2371,20000,82,119,0.166,67,1603,115,119,22996000.0,4504000.0,319,Nueva
92,2,0.331393300000002,1,17161,2330,20000,73,117,0.134,65,2004,114,116,15919000.0,2091000.0,238,Nueva
92,2,0.3465403000000009,2,8344,2285,20000,83,114,0.17,67,984,111,117,24744000.0,5630000.0,216,Nueva
92,2,0.35172500000000184,1,3073,2101,20000,80,105,0.136,65,364,102,118,16522000.0,2554000.0,247,Nueva
92,2,0.3668753000000038,2,494,2048,20000,78,102,0.17,67,58,102,117,13974000.0,1835000.0,206,Nueva
92,2,0.37205399999999855,1,1215,1898,20000,71,95,0.136,65,119,94,97,9709000.0,827696.0,253,Nueva
102,2,0.38721749999999844,2,8560,1969,20000,70,98,0.172,67,840,98,98,9966000.0,860555.0,239,Nueva
92,2,0.392415800000002,1,15497,1875,20000,70,94,0.138,65,1450,94,93,8608000.0,661059.0,307,Nueva
92,2,0.4075495000000018,2,3633,1908,20000,70,95,0.172,67,339,95,93,8997000.0,710330.0,263,Nueva
92,2,0.41274800000000056,1,18272,1837,20000,72,92,0.138,65,1683,89,92,8091000.0,590318.0,325,Nueva
92,2,0.42788800000000293,2,10925,1841,19997,69,92,0.172,67,1024,90,93,8706000.0,668447.0,275,Nueva
97,2,0.43308950000000124,1,13318,1772,19998,71,89,0.138,65,1185,87,88,8196000.0,615918.0,318,Nueva
102,2,0.448224500000002,2,2889,1756,20000,69,88,0.172,67,264,87,91,7362000.0,486817.0,245,Nueva
92,2,0.45342130000000225,1,4602,538,6038,67,89,0.138,65,418,83,90,2175000.0,142432.0,305,Nueva
92,2,0.45990330000000057,1,13410,1658,20000,67,83,0.138,65,1123,81,83,6998000.0,453362.0,311,Nueva
92,2,0.4685625999999985,2,2863,1168,14016,66,83,0.172,67,234,83,81,4670000.0,276885.0,294,Nueva
92,2,0.4802363000000014,1,6857,771,9967,69,77,0.138,65,529,77,77,3055000.0,189276.0,289,Nueva
92,2,0.4830159999999992,2,4190,1596,19999,64,80,0.172,67,318,80,75,6287000.0,345376.0,291,Nueva
87,2,0.4906417999999988,1,13376,1606,20000,67,80,0.138,65,1109,75,82,6354000.0,379972.0,321,Nueva
92,2,0.5033648,2,8393,1331,17103,65,78,0.172,67,651,78,77,5381000.0,305260.0,256,Nueva
97,2,0.5109745999999973,1,16082,1571,20000,72,79,0.136,65,1266,77,78,6717000.0,479214.0,310,Nueva
92,2,0.5210968000000022,2,6001,696,8854,69,79,0.17,67,472,78,78,2910000.0,188038.0,308,Nueva
92,2,0.5303845999999979,2,0,1548,19999,68,77,0.164,67,1,77,1000,6031000.0,327082.0,373,Nueva
92,2,0.5313073000000017,1,537,1557,19991,71,78,0.132,65,40,77,74,6369000.0,407264.0,380,Nueva
92,2,0.5507205999999982,2,0,69,905,67,76,0.164,67,1,75,1000,255468.0,12839.0,470,Nueva
92,2,0.5516422999999975,1,1953,577,7490,68,77,0.132,65,145,78,74,2386000.0,152015.0,368,Nueva
92,2,0.5520593000000034,2,1549,256,3461,66,74,0.164,67,105,79,67,960110.0,48549.0,301,Nueva
102,2,0.555958099999998,2,1890,262,3410,64,77,0.16,67,157,69,83,1000000.0,54933.0,276,Nueva
92,2,0.559569500000002,1,17393,1500,20000,69,75,0.124,64,1304,75,74,6247000.0,404388.0,315,Nueva
92,2,0.5599058000000028,2,84,242,3101,64,78,0.16,67,7,77,83,950136.0,51010.0,274,Nueva
92,2,0.5634668000000005,2,947,270,3396,64,80,0.16,67,80,77,84,1054000.0,58167.0,265,Nueva
92,2,0.5673002999999994,2,5848,542,6887,68,79,0.158,67,453,85,77,2267000.0,137997.0,248,Nueva
92,2,0.5746329999999986,2,2343,571,7669,66,74,0.154,66,176,74,75,2357000.0,134155.0,295,Nueva
92,2,0.5798890000000014,1,889,1515,20000,70,76,0.12,64,77,75,86,6260000.0,396702.0,296,Nueva
92,2,0.5827579999999983,2,13409,1462,19996,68,73,0.148,66,969,74,72,5533000.0,290522.0,300,Nueva
87,2,0.6002220000000023,1,3214,1562,20000,71,78,0.114,64,249,78,77,6520000.0,423457.0,355,Nueva
92,2,0.603099499999999,2,803,178,2300,64,77,0.148,66,71,71,88,703971.0,38387.0,298,Nueva
102,2,0.6058408000000028,2,0,260,3407,65,76,0.144,66,1,76,1000,958554.0,48211.0,369,Nueva
92,2,0.6096807999999996,2,1845,1413,18677,68,76,0.142,66,147,75,79,5774000.0,334803.0,264,Nueva
87,2,0.6205538000000033,1,2474,1581,20000,71,79,0.11,63,192,79,77,6627000.0,430611.0,361,Nueva
92,2,0.6287962999999976,2,4471,1278,17563,68,73,0.134,65,348,71,77,5006000.0,268506.0,263,Nueva
92,2,0.6408899999999988,1,0,1616,19999,71,81,0.102,63,1,80,1000,6299000.0,366552.0,427,Nueva
92,2,0.6467968000000042,2,3693,860,11781,64,73,0.13,65,272,72,73,3325000.0,170599.0,297,Nueva
92,2,0.6590345999999982,2,6229,552,7794,63,71,0.126,65,448,66,71,2112000.0,103706.0,294,Nueva
92,2,0.6612222999999986,1,15093,1641,20000,69,82,0.096,62,1234,82,81,6650000.0,405996.0,326,Nueva
92,2,0.667258799999999,2,4402,493,6686,64,74,0.122,64,322,74,73,1817000.0,88118.0,306,Nueva
92,2,0.6744725000000003,2,1924,1393,19968,66,70,0.114,64,130,69,67,5296000.0,257917.0,307,Nueva
87,2,0.6815645000000004,1,14325,1582,19999,65,79,0.09,62,1169,72,81,6004000.0,329254.0,387,Nueva
92,2,0.6948089999999993,2,0,1015,14174,69,72,0.106,63,1,71,1000,3681000.0,168425.0,298,Nueva
87,2,0.7018975000000012,1,0,187,2031,67,92,0.09,62,1,91,1000,668408.0,38074.0,387,Nueva
87,2,0.704362500000002,1,19288,1556,20000,68,78,0.084,61,1493,88,77,5952000.0,334168.0,379,Nueva
92,2,0.7094319999999996,2,1982,1428,19998,65,71,0.098,62,151,70,76,5168000.0,235650.0,301,Nueva
92,2,0.7246983,1,1655,279,3326,64,84,0.08,61,156,73,94,1096000.0,62909.0,312,Nueva
87,2,0.7284610000000029,1,10537,1554,19993,67,78,0.076,60,799,79,75,5870000.0,322908.0,355,Nueva
92,2,0.7297725000000028,2,4166,655,8565,64,76,0.094,62,339,71,81,2526000.0,127450.0,312,Nueva
92,2,0.7387732999999983,2,3797,321,4110,64,78,0.094,62,294,86,77,1252000.0,66103.0,304,Nueva
92,2,0.7433297999999979,2,13931,1206,17606,62,68,0.086,61,956,68,68,4380000.0,196324.0,333,Nueva
92,2,0.748808099999998,1,4270,1505,20000,67,75,0.068,59,304,76,71,5551000.0,288506.0,316,Nueva
92,2,0.7613715000000028,2,0,353,4830,72,73,0.086,61,1,72,1000,1309000.0,63308.0,369,Nueva
92,2,0.7666420999999985,2,926,186,2491,60,75,0.082,61,60,80,64,619516.0,25986.0,327,Nueva
92,2,0.7691672999999994,1,10807,1563,19996,67,78,0.064,59,852,77,78,5723000.0,300742.0,340,Nueva
92,2,0.7695695000000029,2,0,359,5385,61,67,0.082,61,1,66,1000,1264000.0,51830.0,320,Nueva
92,2,0.7753895000000028,2,758,187,2597,62,72,0.078,60,64,66,84,666974.0,29470.0,313,Nueva
92,2,0.7784300000000002,2,2883,228,3368,60,68,0.078,60,197,63,68,765123.0,30289.0,313,Nueva
92,2,0.7822923000000017,2,1171,119,1920,59,62,0.078,60,70,65,59,387137.0,13545.0,326,Nueva
92,2,0.7846483000000006,2,0,853,12542,62,68,0.074,60,1,67,1000,3125000.0,137402.0,326,Nueva
92,2,0.7895202999999995,1,10872,1514,19998,66,76,0.058,58,832,74,76,5775000.0,307618.0,363,Nueva
92,2,0.7976379999999992,2,5389,498,7103,65,70,0.07,60,381,68,70,1856000.0,87877.0,317,Nueva
102,2,0.8051905000000019,2,180,24,345,56,70,0.07,60,11,79,61,66642.0,2227.0,369,Nueva
92,2,0.8059684999999988,2,0,387,6485,64,60,0.066,59,1,59,1000,1371000.0,50939.0,347,Nueva
92,2,0.8098553000000024,1,19974,1457,19999,66,73,0.052,57,1455,83,72,5270000.0,255286.0,416,Nueva
92,2,0.8128918000000027,2,3221,251,3439,61,73,0.066,59,237,64,73,882670.0,38053.0,316,Nueva
92,2,0.8167665,2,4194,740,11159,62,66,0.06,58,298,63,71,2676000.0,112821.0,310,Nueva
92,2,0.8283580000000015,2,1589,1311,20000,64,66,0.052,57,97,65,61,4989000.0,224110.0,315,Nueva
92,2,0.8301897999999994,1,3448,1557,19998,68,78,0.048,56,281,77,81,5956000.0,323838.0,341,Nueva
92,2,0.8487045999999978,2,700,147,2245,62,65,0.052,57,58,57,82,519415.0,21038.0,310,Nueva
87,2,0.8505285000000029,1,37,11,192,56,57,0.048,56,4,45,108,35807.0,1312.0,497,Nueva
87,2,0.8511570000000006,1,1690,552,7512,68,73,0.046,56,116,74,68,2155000.0,119807.0,337,Nueva
92,2,0.8515018000000012,2,1276,230,3379,62,68,0.052,57,91,66,71,886971.0,40790.0,301,Nueva
92,2,0.8553247999999982,2,1738,207,3139,61,66,0.044,56,124,59,71,760060.0,32442.0,310,Nueva
92,2,0.8589582999999976,2,1653,156,2116,65,74,0.044,56,121,75,73,660264.0,38626.0,280,Nueva
92,2,0.8592310000000012,1,1323,1079,14642,69,74,0.044,56,88,74,66,4282000.0,246247.0,340,Nueva
92,2,0.8615045000000023,2,3227,1013,16262,66,62,0.04,55,212,61,65,3846000.0,167602.0,341,Nueva
87,2,0.874334300000001,1,9196,1486,19998,70,74,0.044,55,661,76,71,5882000.0,335196.0,373,Nueva
92,2,0.8782564999999991,2,1855,256,4003,64,64,0.04,55,136,55,73,1035000.0,51540.0,282,Nueva
92,2,0.8828037999999978,2,837,196,2836,61,69,0.04,55,56,70,66,687653.0,29429.0,299,Nueva
92,2,0.8860760000000028,2,992,212,3188,61,66,0.04,55,67,66,67,817736.0,37181.0,334,Nueva
92,2,0.8897049999999993,2,1532,154,2363,65,65,0.04,55,117,44,76,581849.0,26556.0,306,Nueva
92,2,0.8925042999999988,2,148,66,1075,60,61,0.04,55,12,58,81,229787.0,8864.0,353,Nueva
92,2,0.8940178000000003,2,4949,714,10622,63,67,0.038,54,337,66,68,2649000.0,117816.0,300,Nueva
92,2,0.8946848000000003,1,19529,1503,19998,68,75,0.042,55,1461,89,74,5674000.0,299025.0,347,Nueva
92,2,0.9050840000000022,2,5771,500,7096,66,70,0.038,54,402,74,69,1805000.0,82463.0,310,Nueva
92,2,0.9126393000000022,2,1702,264,4001,64,66,0.038,54,114,65,66,948702.0,41397.0,318,Nueva
87,2,0.9150228000000027,1,18360,1477,19999,68,74,0.042,55,1354,75,73,5905000.0,341410.0,309,Nueva
92,2,0.9170785000000024,2,1233,211,2784,61,76,0.038,54,102,70,82,762957.0,35009.0,311,Nueva
92,2,0.9202952999999994,2,403,264,3604,64,73,0.038,54,38,70,94,1057000.0,56548.0,356,Nueva
92,2,0.9243418000000005,2,1419,241,3361,61,72,0.036,54,106,69,74,904752.0,42004.0,310,Nueva
92,2,0.9281355999999974,2,1484,500,7281,64,69,0.036,54,104,68,70,1867000.0,86111.0,298,Nueva
92,2,0.9353558000000035,1,0,3,36,61,83,0.042,55,1,55,1000,6161.0,353.988,544,Nueva
92,2,0.9358233000000027,1,19651,1534,19998,66,77,0.04,55,1504,86,76,5870000.0,322870.0,362,Nueva
92,2,0.9361565000000027,2,2400,190,2968,61,64,0.036,54,157,58,65,675178.0,26841.0,321,Nueva
92,2,0.9395749999999978,2,11900,1218,18762,63,65,0.036,54,758,67,63,4382000.0,184093.0,330,Nueva
92,2,0.9561568000000022,1,323,154,2257,66,68,0.04,55,30,64,92,603381.0,32904.0,318,Nueva
102,2,0.9588104999999985,2,144,91,1218,64,75,0.036,54,12,73,83,334128.0,17184.0,314,Nueva
87,2,0.9591084999999993,1,0,57,911,60,63,0.04,55,1,61,1000,183488.0,6354.0,440,Nueva
92,2,0.9607430000000008,1,7204,1014,12973,68,78,0.04,55,558,79,77,4132000.0,244273.0,318,Nueva
92,2,0.9607475999999977,2,0,26,598,58,43,0.036,54,1,41,1000,112210.0,4322.0,377,Nueva
102,2,0.9617828000000017,2,4837,343,5388,63,64,0.036,54,307,65,63,1223000.0,50115.0,349,Nueva
92,2,0.9676265000000015,2,368,153,2506,65,61,0.036,54,22,61,59,626318.0,32875.0,318,Nueva
92,2,0.9705720999999983,2,459,225,3207,60,70,0.036,54,35,69,76,823195.0,36800.0,318,Nueva
92,2,0.9741525000000024,1,5294,1547,20000,70,77,0.04,55,441,75,83,6421000.0,385180.0,318,Nueva
92,2,0.9744882999999973,2,1103,453,7057,65,64,0.034,54,65,65,58,1780000.0,86483.0,331,Nueva
92,2,0.9819820000000021,2,33,218,3104,64,70,0.034,54,4,69,121,825116.0,39314.0,309,Nueva
92,2,0.9855193,2,684,196,3371,65,58,0.034,54,42,57,61,757071.0,33925.0,306,Nueva
92,2,0.9893463000000011,2,445,60,1014,59,59,0.034,54,28,56,62,196176.0,6803.0,345,Nueva
92,2,0.9907962999999995,2,0,386,5717,65,68,0.034,54,1,67,1000,1415000.0,63445.0,310,Nueva
97,2,0.9944898000000038,1,383,182,2351,65,77,0.04,55,35,74,91,778848.0,50065.0,323,Nueva
107,2,0.9969570000000019,2,394,79,1097,65,72,0.034,54,30,69,76,340685.0,20987.0,348,Nueva
92,2,0.997292299999998,1,0,1543,19999,68,77,0.04,55,1,77,1000,6305000.0,369658.0,427,Nueva
92,2,0.9984903000000003,2,183,253,3769,64,67,0.034,54,16,66,87,995032.0,48431.0,313,Nueva
92,2,1.0027100000000004,2,991,113,1684,62,67,0.034,54,63,72,63,390796.0,16239.0,330,Nueva
92,2,1.0048464999999993,2,202,68,924,64,74,0.034,53,18,69,89,307897.0,19750.0,297,Nueva
92,2,1.006239800000003,2,4317,346,4952,62,70,0.034,53,306,62,70,1298000.0,62005.0,309,Nueva
102,2,1.0116370000000003,2,201,18,366,55,49,0.034,53,10,48,49,61824.0,1988.0,403,Nueva
92,2,1.0124488000000014,2,5452,440,7245,64,61,0.034,53,344,53,63,1641000.0,71184.0,314,Nueva
92,2,1.0176289999999995,1,203,143,2144,65,67,0.04,55,21,62,103,634491.0,38510.0,303,Nueva
92,2,1.0201293000000007,2,253,86,1263,62,68,0.034,53,18,67,71,302713.0,13467.0,348,Nueva
92,2,1.0204645000000028,1,19777,1522,20000,75,76,0.04,55,1500,99,75,7566000.0,684332.0,408,Nueva
92,2,1.0218283000000028,2,0,107,1936,60,55,0.034,53,1,54,1000,377072.0,13253.0,338,Nueva
92,2,1.0242020000000025,2,1377,241,3121,62,77,0.034,53,114,72,82,886879.0,42950.0,303,Nueva
92,2,1.0278022999999976,2,371,40,495,60,81,0.034,53,30,80,80,133376.0,5965.0,321,Nueva
102,2,1.0287500000000023,2,0,1,0,50,0,0.034,53,1,0,1000,213.5,121.388,425,Nueva
92,2,1.0291837999999984,2,142,45,612,62,74,0.034,53,11,72,77,154147.0,7209.0,376,Nueva
102,2,1.0302807999999999,2,18675,1787,20000,75,89,0.034,54,1642,109,87,11377000.0,1538000.0,324,Nueva
87,2,1.0408062999999999,1,14566,1953,20000,76,98,0.044,56,1409,100,96,18562000.0,3186000.0,297,Nueva
92,2,1.050614000000003,2,14364,2161,20000,79,108,0.042,55,1547,108,107,19235000.0,3376000.0,237,Nueva
92,2,1.0611383000000032,1,2336,2065,20000,77,103,0.054,57,236,103,101,25162000.0,5444000.0,206,Nueva
92,2,1.0709512999999973,2,8581,2243,20000,79,112,0.052,57,958,112,111,26520000.0,6078000.0,179,Nueva
92,2,1.0814723000000015,1,19127,2050,20000,76,103,0.062,58,1958,105,102,23171000.0,4625000.0,292,Nueva
92,2,1.091289500000002,2,3579,2219,20000,78,111,0.062,58,391,111,109,24259000.0,5000000.0,265,Nueva
92,2,1.101809000000003,1,15894,2040,20000,77,102,0.068,59,1627,100,102,22644000.0,4465000.0,229,Nueva
102,2,1.1116262999999975,2,13777,2254,20000,79,113,0.066,59,1550,113,112,23216000.0,4497000.0,198,Nueva
92,2,1.1221438000000035,1,10334,2094,20000,79,105,0.074,60,1074,105,103,24636000.0,5256000.0,219,Nueva
92,2,1.131967000000003,2,17117,2210,20000,80,111,0.076,60,1886,112,110,28646000.0,6951000.0,188,Nueva
92,2,1.1424762999999984,1,13102,2055,20000,77,103,0.08,61,1339,103,102,26282000.0,5935000.0,274,Nueva
102,2,1.1522989999999993,2,4364,2214,20000,80,111,0.082,61,483,110,110,27224000.0,6614000.0,245,Nueva
87,2,1.162805800000001,1,8078,2062,20000,77,103,0.088,61,840,102,103,25454000.0,5677000.0,202,Nueva
102,2,1.1726310000000026,2,14898,2240,20000,78,112,0.09,62,1675,110,112,24913000.0,5425000.0,190,Nueva
92,2,1.1831408000000039,1,11715,2062,19997,78,103,0.092,62,1224,101,104,24998000.0,5452000.0,237,Nueva
102,2,1.1929654999999997,2,2118,2235,20000,80,112,0.096,62,230,112,108,27737000.0,6614000.0,226,Nueva
92,2,1.203476000000002,1,4767,2088,20000,78,104,0.102,63,493,104,103,26625000.0,6424000.0,264,Nueva
92,2,1.2133073000000039,2,5343,2220,19998,81,111,0.106,63,595,110,111,28754000.0,7260000.0,228,Nueva
92,2,1.223809799999998,1,10510,2057,20000,78,103,0.108,63,1071,103,101,29750000.0,7528000.0,195,Nueva
102,2,1.2336397999999988,2,15967,2225,20000,79,111,0.112,64,1791,107,112,27433000.0,6509000.0,185,Nueva
92,2,1.2441420999999977,1,19134,2028,20000,80,101,0.112,64,1946,94,101,27117000.0,6280000.0,229,Nueva
92,2,1.2539824999999993,2,18979,2254,20000,80,113,0.116,64,2141,110,112,26287000.0,5953000.0,200,Nueva
92,2,1.2644907999999973,1,7876,2096,20000,78,105,0.118,64,826,104,104,24841000.0,5422000.0,225,Nueva
92,2,1.2743175000000022,2,12961,2229,20000,80,111,0.12,64,1445,111,111,27786000.0,6596000.0,248,Nueva
92,2,1.2848315000000028,1,10185,2090,20000,80,105,0.124,64,1063,104,104,31719000.0,8695000.0,224,Nueva
102,2,1.2946500999999984,2,16314,2237,20000,80,112,0.128,65,1828,110,112,30948000.0,8426000.0,246,Nueva
87,2,1.3051682999999983,1,4973,2052,20000,79,103,0.13,65,513,102,103,27957000.0,7019000.0,263,Nueva
102,2,1.3149858000000023,2,10587,2206,20000,80,110,0.132,65,1178,109,111,28864000.0,7228000.0,198,Nueva
92,2,1.325504500000001,1,0,2071,20000,81,104,0.134,65,1,103,1000,25007000.0,5599000.0,383,Nueva
102,2,1.3353205000000017,2,13540,2206,19999,79,110,0.138,65,1497,109,110,27077000.0,6556000.0,193,Nueva
92,2,1.3458444999999983,1,1949,2124,20000,78,106,0.138,65,192,107,98,27797000.0,6672000.0,204,Nueva
102,2,1.355650500000003,2,9369,2256,20000,81,113,0.142,66,1071,111,114,31253000.0,8475000.0,224,Nueva
92,2,1.366176000000003,1,6191,2116,19998,80,106,0.142,66,656,105,105,29603000.0,7731000.0,211,Nueva
102,2,1.3759867999999997,2,4026,2252,20000,80,113,0.148,66,453,112,112,29973000.0,7625000.0,191,Nueva
87,2,1.3865120999999974,1,8055,2073,19998,78,104,0.148,66,841,103,104,26346000.0,5995000.0,241,Nueva
