P_FRQ,Mecanizado,Tiempo,CH,RISE,COUN,DURATION,AMP,A_FRQ,RMS,ASL,PCNTS,R_FRQ,I_FRQ,SIG_STRNGTH,ABS_ENERGY,C_FRQ,Herramienta
0.33333333333333304,1,1.0037737999999976,1,0.5839939789262418,0.6779661016949152,1.0,0.53125,0.3374233128834356,0.41176470588235287,0.7941176470588235,0.3929071395240317,0.20433436532507743,0.04918032786885246,0.21727003901301117,0.05397805249663238,0.320754716981132,Muy Usada
0.09868421052631582,1,1.0168165999999983,2,0.29669504256384577,0.6699691765741963,1.0000000000000002,0.47916666666666674,0.6445497630331755,0.34615384615384626,0.653846153846154,0.26318981200727715,0.6016597510373444,0.13034623217922603,0.1977157329057856,0.040606806021690076,0.3494809688581315,Muy Usada
0.666666666666667,1,1.0280912999999998,1,0.9509282488710487,0.7503435639028859,1.0,0.625,0.38650306748466257,0.41176470588235287,0.7941176470588235,0.7200186654223052,0.25077399380804954,0.058401639344262304,0.2733324048570964,0.0866391300435175,0.2264150943396226,Muy Usada
0.09868421052631582,1,1.0371484999999971,2,0.7493239859789685,0.6904447380008806,0.9999499624718539,0.5416666666666667,0.6682464454976303,0.33974358974358976,0.653846153846154,0.7034566403881141,0.6348547717842324,0.1395112016293279,0.2366220278443207,0.05946497793312279,0.2941176470588236,Muy Usada
0.33333333333333304,1,1.0484219999999986,1,0.011389864525840442,0.07466788822721027,0.1003551953574466,0.5625,0.38650306748466257,0.41176470588235287,0.7941176470588235,0.00979934671021932,0.21362229102167185,0.07377049180327869,0.029655596776060174,0.010122527936261555,0.19056603773584901,Muy Usada
0.33333333333333304,1,1.0508917999999987,1,0.5292022077270446,0.8236371965185524,1.0,0.625,0.4355828220858896,0.41176470588235287,0.7941176470588235,0.4400373308446104,0.2476780185758514,0.06659836065573771,0.3628348833375505,0.14511459244205877,0.17169811320754713,Muy Usada
0.09868421052631582,1,1.057482799999999,2,0.4916875312969454,0.7102597974460589,1.0000000000000002,0.5625,0.6872037914691944,0.33974358974358976,0.653846153846154,0.4796846573681019,0.6307053941908713,0.1456211812627291,0.27199940714217236,0.07939256208296316,0.40484429065743943,Muy Usada
0.666666666666667,1,1.071228099999999,1,0.6770697441043653,0.8195144296839212,0.9999499724848666,0.71875,0.4355828220858896,0.41176470588235287,0.7941176470588235,0.5613625758282781,0.2476780185758514,0.06659836065573771,0.3791637277581579,0.16904972361336867,0.16981132075471694,Muy Usada
0.09868421052631582,1,1.077818299999997,2,0.35698547821732596,0.7157639806252751,1.0000000000000002,0.5208333333333335,0.6966824644549764,0.33333333333333337,0.653846153846154,0.3550636749545179,0.6307053941908713,0.1486761710794297,0.2512523239379875,0.06504678815310425,0.40138408304498285,Muy Usada
0.33333333333333304,1,1.0915697999999985,1,0.43587556447566483,0.8236371965185524,1.0,0.6875,0.4355828220858896,0.4264705882352941,0.7941176470588235,0.3611759216052263,0.2476780185758514,0.06659836065573771,0.41212758243225894,0.1960286286908567,0.0792452830188679,Muy Usada
0.09868421052631582,1,1.0981537999999986,2,0.8151727591387081,0.6906649053280493,0.9999499624718539,0.625,0.6682464454976303,0.33333333333333337,0.653846153846154,0.7707701637355974,0.6265560165975104,0.14052953156822812,0.27199940714217236,0.07936647885763615,0.1557093425605537,Muy Usada
0.33333333333333304,1,1.1119112999999992,1,0.19613647767185147,0.8323408153916628,1.0,0.75,0.44171779141104295,0.4264705882352941,0.7941176470588235,0.16425571628558097,0.25077399380804954,0.06762295081967214,0.44233594461038256,0.22798825470572712,0.23584905660377353,Muy Usada
0.09868421052631582,1,1.1184859999999972,2,0.9864797195793691,0.6917657419638925,1.0000000000000002,0.5625,0.6682464454976303,0.326923076923077,0.653846153846154,0.9420861127956337,0.46058091286307057,0.14154786150712828,0.27016143024598305,0.07892306402707687,0.2768166089965398,Muy Usada
